iteration,parameter,value,parset
76,app.mthd.cs.f0,-7.29931350211387,3-076
77,app.mthd.cs.f0,-8.12252270770591,3-077
78,app.mthd.cs.f0,-5.95734866623483,3-078
79,app.mthd.cs.f0,-0.862806879847434,3-079
80,app.mthd.cs.f0,-3.20018591644261,3-080
81,app.mthd.cs.f0,-6.62070477840008,3-081
82,app.mthd.cs.f0,-3.66209997307775,3-082
83,app.mthd.cs.f0,-7.53595174958083,3-083
84,app.mthd.cs.f0,-5.5121402200423,3-084
85,app.mthd.cs.f0,-15.7923462292254,3-085
86,app.mthd.cs.f0,-15.1795298645271,3-086
87,app.mthd.cs.f0,-2.30598866907077,3-087
88,app.mthd.cs.f0,-0.878806373504368,3-088
89,app.mthd.cs.f0,-9.24115579865981,3-089
90,app.mthd.cs.f0,-0.37018272814862,3-090
91,app.mthd.cs.f0,-5.84222278079791,3-091
92,app.mthd.cs.f0,-12.7901137077533,3-092
93,app.mthd.cs.f0,-2.17601184641585,3-093
94,app.mthd.cs.f0,-5.28092074674088,3-094
95,app.mthd.cs.f0,-2.63437429460376,3-095
96,app.mthd.cs.f0,-3.72737257590104,3-096
97,app.mthd.cs.f0,-11.1025316838599,3-097
98,app.mthd.cs.f0,-1.69944119783598,3-098
99,app.mthd.cs.f0,-4.07327316199208,3-099
100,app.mthd.cs.f0,-9.19889679858674,3-100
1,int.r1,-1.23105939693769,3-001
2,int.r1,-1.30042093849984,3-002
3,int.r1,-1.30592899436758,3-003
4,int.r1,-1.38082542326435,3-004
5,int.r1,-1.45681640929683,3-005
6,int.r1,-1.33000411364845,3-006
7,int.r1,-1.31484296051484,3-007
8,int.r1,-1.56012059357182,3-008
9,int.r1,-1.85824622688623,3-009
10,int.r1,-1.4082221040623,3-010
11,int.r1,-1.41977100562572,3-011
12,int.r1,-1.43861527010101,3-012
13,int.r1,-1.38005363231761,3-013
14,int.r1,-1.13427279255838,3-014
15,int.r1,-1.4592905604311,3-015
16,int.r1,-1.58283327026303,3-016
17,int.r1,-1.42741743193804,3-017
18,int.r1,-2.11200009328247,3-018
19,int.r1,-1.38723137510505,3-019
20,int.r1,-1.23779930028242,3-020
21,int.r1,-1.77451124275753,3-021
22,int.r1,-1.40726504305246,3-022
23,int.r1,-1.38198599166466,3-023
24,int.r1,-3.78373038318035,3-024
25,int.r1,-2.18380025874401,3-025
26,int.r1,-1.51167750739501,3-026
27,int.r1,-1.60800146691639,3-027
28,int.r1,-1.72030571678442,3-028
29,int.r1,-1.32849811536759,3-029
30,int.r1,-1.29929053621993,3-030
31,int.r1,-1.51018734364004,3-031
32,int.r1,-1.54889045450198,3-032
33,int.r1,-1.46773800332788,3-033
34,int.r1,-1.50667793317134,3-034
35,int.r1,-1.32996720915407,3-035
36,int.r1,-1.37675915087279,3-036
37,int.r1,-1.39139872315898,3-037
38,int.r1,-1.36644855334392,3-038
39,int.r1,-1.577815837546,3-039
40,int.r1,-1.38916896787819,3-040
41,int.r1,-1.41532479405662,3-041
42,int.r1,-1.32963623871898,3-042
43,int.r1,-1.97718580745845,3-043
44,int.r1,-2.08888821423886,3-044
45,int.r1,-1.44993072569207,3-045
46,int.r1,-1.28186091835625,3-046
47,int.r1,-1.48229154751668,3-047
48,int.r1,-1.49328878210419,3-048
49,int.r1,-1.56172087369977,3-049
50,int.r1,-1.26833800839743,3-050
51,int.r1,-1.30970258294533,3-051
52,int.r1,-1.37951779310444,3-052
53,int.r1,-1.53021924372059,3-053
54,int.r1,-1.37818421283391,3-054
55,int.r1,-1.78541428020774,3-055
56,int.r1,-1.37242813731414,3-056
57,int.r1,-1.55857569123906,3-057
58,int.r1,-1.61689623773888,3-058
59,int.r1,-1.39766225994083,3-059
60,int.r1,-1.36618768097251,3-060
61,int.r1,-1.97922003123382,3-061
62,int.r1,-1.41938930182361,3-062
63,int.r1,-2.00893042610095,3-063
64,int.r1,-1.4215903281334,3-064
65,int.r1,-1.41677677209195,3-065
66,int.r1,-1.54231022960694,3-066
67,int.r1,-1.85307689653525,3-067
68,int.r1,-1.48294370006641,3-068
69,int.r1,-1.41926438499108,3-069
70,int.r1,-1.43445218660437,3-070
71,int.r1,-1.60042128749383,3-071
72,int.r1,-1.54021276049838,3-072
73,int.r1,-1.39226665207802,3-073
74,int.r1,-1.38560793451757,3-074
75,int.r1,-1.43708360764916,3-075
76,int.r1,-1.30249970151645,3-076
77,int.r1,-1.49243386653297,3-077
78,int.r1,-1.45353851622354,3-078
79,int.r1,-1.42036485693519,3-079
80,int.r1,-1.64272198936549,3-080
81,int.r1,-1.75705641200776,3-081
82,int.r1,-1.34044637399963,3-082
83,int.r1,-2.02664299970553,3-083
84,int.r1,-1.6534814094781,3-084
85,int.r1,-1.50244432783935,3-085
86,int.r1,-1.58159042412278,3-086
87,int.r1,-1.48163843883931,3-087
88,int.r1,-1.62302340261376,3-088
89,int.r1,-1.59231319005194,3-089
90,int.r1,-1.56109471171244,3-090
91,int.r1,-1.46191140447736,3-091
92,int.r1,-1.50522015070281,3-092
93,int.r1,-1.47684576969837,3-093
94,int.r1,-1.43011044925113,3-094
95,int.r1,-1.51249408888955,3-095
96,int.r1,-1.49315500908471,3-096
97,int.r1,-1.4120568056297,3-097
98,int.r1,-1.60400644635611,3-098
99,int.r1,-1.38170817556004,3-099
100,int.r1,-1.59915117078091,3-100
1,app.mthd.bc.r1,0.437799839542677,3-001
2,app.mthd.bc.r1,0.105646139792823,3-002
3,app.mthd.bc.r1,0.57715389790803,3-003
4,app.mthd.bc.r1,0.0576939288040837,3-004
5,app.mthd.bc.r1,0.653714194091829,3-005
6,app.mthd.bc.r1,0.264242310125565,3-006
7,app.mthd.bc.r1,0.49863355386885,3-007
8,app.mthd.bc.r1,0.627954326370892,3-008
9,app.mthd.bc.r1,1.10501746489126,3-009
10,app.mthd.bc.r1,0.599969385805026,3-010
11,app.mthd.bc.r1,0.665813338386754,3-011
12,app.mthd.bc.r1,0.310801979717216,3-012
13,app.mthd.bc.r1,0.606513670764397,3-013
14,app.mthd.bc.r1,0.5278086404842,3-014
15,app.mthd.bc.r1,0.629990848956665,3-015
16,app.mthd.bc.r1,0.348536378633029,3-016
17,app.mthd.bc.r1,0.237923897078529,3-017
18,app.mthd.bc.r1,0.18370751758765,3-018
19,app.mthd.bc.r1,0.637645046988301,3-019
20,app.mthd.bc.r1,0.242886741855845,3-020
21,app.mthd.bc.r1,1.05024970074749,3-021
22,app.mthd.bc.r1,0.428031997163348,3-022
23,app.mthd.bc.r1,0.23241145136786,3-023
24,app.mthd.bc.r1,-1.17760521266414,3-024
25,app.mthd.bc.r1,0.314281269370885,3-025
26,app.mthd.bc.r1,0.826861824731673,3-026
27,app.mthd.bc.r1,-0.308409574013189,3-027
28,app.mthd.bc.r1,0.942585499817696,3-028
29,app.mthd.bc.r1,0.479603622845535,3-029
30,app.mthd.bc.r1,0.378802795672758,3-030
31,app.mthd.bc.r1,0.848778397622727,3-031
32,app.mthd.bc.r1,0.831520658501731,3-032
33,app.mthd.bc.r1,0.276488606287606,3-033
34,app.mthd.bc.r1,0.281970736182523,3-034
35,app.mthd.bc.r1,0.613413500191369,3-035
36,app.mthd.bc.r1,0.539572425774645,3-036
37,app.mthd.bc.r1,0.664719665442901,3-037
38,app.mthd.bc.r1,0.54274050668457,3-038
39,app.mthd.bc.r1,0.821197325500063,3-039
40,app.mthd.bc.r1,0.227989272641858,3-040
41,app.mthd.bc.r1,0.730622894483496,3-041
42,app.mthd.bc.r1,0.618079893765084,3-042
43,app.mthd.bc.r1,0.142888602671312,3-043
44,app.mthd.bc.r1,1.07698003397485,3-044
45,app.mthd.bc.r1,0.679976988028365,3-045
46,app.mthd.bc.r1,0.573988515549578,3-046
47,app.mthd.bc.r1,0.251750328682495,3-047
48,app.mthd.bc.r1,0.6589549314755,3-048
49,app.mthd.bc.r1,0.163429291696906,3-049
50,app.mthd.bc.r1,0.525992887199945,3-050
51,app.mthd.bc.r1,0.523141943930291,3-051
52,app.mthd.bc.r1,0.647612528745323,3-052
53,app.mthd.bc.r1,0.849867189037805,3-053
54,app.mthd.bc.r1,0.314367743860366,3-054
55,app.mthd.bc.r1,0.4623271741854,3-055
56,app.mthd.bc.r1,0.211795684200324,3-056
57,app.mthd.bc.r1,0.266230481243974,3-057
58,app.mthd.bc.r1,0.0565488248488581,3-058
59,app.mthd.bc.r1,0.341886107904015,3-059
60,app.mthd.bc.r1,0.621190937621436,3-060
61,app.mthd.bc.r1,0.171025637012234,3-061
62,app.mthd.bc.r1,0.314138388489629,3-062
63,app.mthd.bc.r1,0.324805341304932,3-063
64,app.mthd.bc.r1,0.541170286550552,3-064
65,app.mthd.bc.r1,0.713043021290849,3-065
66,app.mthd.bc.r1,0.278750669197478,3-066
67,app.mthd.bc.r1,0.775878380694819,3-067
68,app.mthd.bc.r1,0.756628827114579,3-068
69,app.mthd.bc.r1,0.263684021184122,3-069
70,app.mthd.bc.r1,0.679249861718049,3-070
71,app.mthd.bc.r1,0.839333829809601,3-071
72,app.mthd.bc.r1,0.257964351191817,3-072
73,app.mthd.bc.r1,0.530646939741823,3-073
74,app.mthd.bc.r1,0.648555070064674,3-074
75,app.mthd.bc.r1,0.260886602906763,3-075
76,app.mthd.bc.r1,0.18974915070904,3-076
77,app.mthd.bc.r1,0.611450593685076,3-077
78,app.mthd.bc.r1,0.7199233141129,3-078
79,app.mthd.bc.r1,0.736398952583347,3-079
80,app.mthd.bc.r1,0.804487821341215,3-080
81,app.mthd.bc.r1,0.876840322712756,3-081
82,app.mthd.bc.r1,0.678758783249665,3-082
83,app.mthd.bc.r1,1.13430789775207,3-083
84,app.mthd.bc.r1,0.854095277724117,3-084
85,app.mthd.bc.r1,0.748650544216422,3-085
86,app.mthd.bc.r1,0.872870016491973,3-086
87,app.mthd.bc.r1,0.656882358513537,3-087
88,app.mthd.bc.r1,0.332489739953504,3-088
89,app.mthd.bc.r1,0.775568120169512,3-089
90,app.mthd.bc.r1,0.754467425943809,3-090
91,app.mthd.bc.r1,0.733202601293015,3-091
92,app.mthd.bc.r1,0.695951091254522,3-092
93,app.mthd.bc.r1,0.654008025456094,3-093
94,app.mthd.bc.r1,0.722576491201926,3-094
95,app.mthd.bc.r1,0.506863553012138,3-095
96,app.mthd.bc.r1,0.756563688090256,3-096
97,app.mthd.bc.r1,0.725054383795864,3-097
98,app.mthd.bc.r1,0.824549056444514,3-098
99,app.mthd.bc.r1,0.444954486611947,3-099
100,app.mthd.bc.r1,0.752366097176535,3-100
1,man.dm.r1,-0.0711852740995752,3-001
2,man.dm.r1,-0.0180267323930608,3-002
3,man.dm.r1,-0.00492735752534093,3-003
4,man.dm.r1,-0.130421571648674,3-004
5,man.dm.r1,-0.05023007901301,3-005
6,man.dm.r1,-0.143507287262652,3-006
7,man.dm.r1,-0.0115813665102528,3-007
8,man.dm.r1,0.0475002685254345,3-008
9,man.dm.r1,-0.0229327420250311,3-009
10,man.dm.r1,-0.0117355418150898,3-010
11,man.dm.r1,-0.0105235808731801,3-011
12,man.dm.r1,-0.194476749917364,3-012
13,man.dm.r1,0.00754395199767111,3-013
14,man.dm.r1,-0.0411826330740288,3-014
15,man.dm.r1,0.0112936880246691,3-015
16,man.dm.r1,-0.100019926419848,3-016
17,man.dm.r1,-0.0366991632710156,3-017
18,man.dm.r1,0.0272968147340244,3-018
19,man.dm.r1,-0.0235954592547245,3-019
20,man.dm.r1,-0.0038187809690986,3-020
21,man.dm.r1,-0.0474683678279301,3-021
22,man.dm.r1,-0.117594878955729,3-022
23,man.dm.r1,-0.0725671603650773,3-023
24,man.dm.r1,-0.511710297017761,3-024
25,man.dm.r1,0.0265203553938281,3-025
26,man.dm.r1,-0.0403363412119684,3-026
27,man.dm.r1,-0.219685253581994,3-027
28,man.dm.r1,-0.0327325806139637,3-028
29,man.dm.r1,0.00947270071052651,3-029
30,man.dm.r1,-0.196366852986131,3-030
31,man.dm.r1,-0.00999413604822465,3-031
32,man.dm.r1,-0.0153176837590992,3-032
33,man.dm.r1,-0.107152418586337,3-033
34,man.dm.r1,-0.182537190472205,3-034
35,man.dm.r1,-0.0557625798814966,3-035
36,man.dm.r1,-0.00996574106881968,3-036
37,man.dm.r1,-0.0392507179563666,3-037
38,man.dm.r1,-0.010480444074621,3-038
39,man.dm.r1,-0.0393451709883011,3-039
40,man.dm.r1,-0.105223208810996,3-040
41,man.dm.r1,-0.0396717036502289,3-041
42,man.dm.r1,-0.0462632963921028,3-042
43,man.dm.r1,-0.0852244620546196,3-043
44,man.dm.r1,0.0890750439500733,3-044
45,man.dm.r1,-0.0398616323912614,3-045
46,man.dm.r1,-0.037978240536424,3-046
47,man.dm.r1,-0.0623795680393714,3-047
48,man.dm.r1,-0.0387182513587644,3-048
49,man.dm.r1,-0.0998992183501525,3-049
50,man.dm.r1,-0.0154412331238161,3-050
51,man.dm.r1,-0.0437386426465817,3-051
52,man.dm.r1,-0.0159045210352251,3-052
53,man.dm.r1,-0.0186123979866154,3-053
54,man.dm.r1,0.0343190615838947,3-054
55,man.dm.r1,-0.205551467513375,3-055
56,man.dm.r1,-0.07614322558356,3-056
57,man.dm.r1,-0.0931162795073219,3-057
58,man.dm.r1,-0.120925856227462,3-058
59,man.dm.r1,-0.152952779309633,3-059
60,man.dm.r1,-0.0398676989466627,3-060
61,man.dm.r1,-0.175729598854326,3-061
62,man.dm.r1,-0.203827664736236,3-062
63,man.dm.r1,-0.18897997813988,3-063
64,man.dm.r1,-0.02197563971626,3-064
65,man.dm.r1,-0.0560711736346521,3-065
66,man.dm.r1,-0.200770605314095,3-066
67,man.dm.r1,-0.0277691880000301,3-067
68,man.dm.r1,-0.0398861029188748,3-068
69,man.dm.r1,-0.215145526771868,3-069
70,man.dm.r1,-0.0322957991539131,3-070
71,man.dm.r1,-0.0257820694309599,3-071
72,man.dm.r1,-0.0603152711399873,3-072
73,man.dm.r1,-0.0474518208215729,3-073
74,man.dm.r1,-0.0196055864631154,3-074
75,man.dm.r1,-0.137950112255907,3-075
76,man.dm.r1,-0.131764317289339,3-076
77,man.dm.r1,-0.0084772225302573,3-077
78,man.dm.r1,-0.0355027397371321,3-078
79,man.dm.r1,-0.0483531645967964,3-079
80,man.dm.r1,-0.0176207515261986,3-080
81,man.dm.r1,-0.0527950960713908,3-081
82,man.dm.r1,-0.0245741314176779,3-082
83,man.dm.r1,0.00265857999211858,3-083
84,man.dm.r1,-0.0398957914682849,3-084
85,man.dm.r1,-0.021625195808108,3-085
86,man.dm.r1,-0.0708327445089286,3-086
87,man.dm.r1,-0.00694295645463967,3-087
88,man.dm.r1,-0.0777713315521537,3-088
89,man.dm.r1,-0.00740152376897813,3-089
90,man.dm.r1,-0.0104545332836423,3-090
91,man.dm.r1,-0.0404156374939204,3-091
92,man.dm.r1,-0.0216064693637965,3-092
93,man.dm.r1,0.0681404194126124,3-093
94,man.dm.r1,-0.025265880691256,3-094
95,man.dm.r1,-0.0959277134745886,3-095
96,man.dm.r1,-0.0254048670614165,3-096
97,man.dm.r1,-0.0399604116377278,3-097
98,man.dm.r1,-0.00572161776313009,3-098
99,man.dm.r1,-0.0448545182996992,3-099
100,man.dm.r1,-0.0311175093771513,3-100
1,air.temp.r1,0.0485674742534722,3-001
2,air.temp.r1,0.0345801540607115,3-002
3,air.temp.r1,0.0333540440848489,3-003
4,air.temp.r1,0.0519051769436317,3-004
5,air.temp.r1,0.0438175567214613,3-005
6,air.temp.r1,0.0843168127034188,3-006
7,air.temp.r1,0.0317183839358173,3-007
8,air.temp.r1,0.0308811208879963,3-008
9,air.temp.r1,0.0296666537948173,3-009
10,air.temp.r1,0.0308076783339271,3-010
11,air.temp.r1,0.031137546299987,3-011
12,air.temp.r1,0.0528127295948425,3-012
13,air.temp.r1,0.0255755381563749,3-013
14,air.temp.r1,0.033851999845436,3-014
15,air.temp.r1,0.0368804591485179,3-015
16,air.temp.r1,0.0419612545054809,3-016
17,air.temp.r1,0.0359315681027938,3-017
18,air.temp.r1,0.0288096173073987,3-018
19,air.temp.r1,0.0307779562154567,3-019
20,air.temp.r1,0.041928297990949,3-020
21,air.temp.r1,0.028362210323174,3-021
22,air.temp.r1,0.0431115247024522,3-022
23,air.temp.r1,0.0406976058453925,3-023
24,air.temp.r1,0.247175341697192,3-024
25,air.temp.r1,0.0234401201937331,3-025
26,air.temp.r1,0.0333854083620408,3-026
27,air.temp.r1,0.0860170002039391,3-027
28,air.temp.r1,0.0287342989278324,3-028
29,air.temp.r1,0.0262727062058648,3-029
30,air.temp.r1,0.0871733363068646,3-030
31,air.temp.r1,0.0282295958327534,3-031
32,air.temp.r1,0.0371939498358444,3-032
33,air.temp.r1,0.0458228526884849,3-033
34,air.temp.r1,0.0821224456560355,3-034
35,air.temp.r1,0.0315098750212497,3-035
36,air.temp.r1,0.0298585795973925,3-036
37,air.temp.r1,0.0299165580366088,3-037
38,air.temp.r1,0.0310387036005022,3-038
39,air.temp.r1,0.0312052539548421,3-039
40,air.temp.r1,0.0335019107647963,3-040
41,air.temp.r1,0.0311401479570077,3-041
42,air.temp.r1,0.0354710012488611,3-042
43,air.temp.r1,0.0542352003822569,3-043
44,air.temp.r1,0.0523315669710633,3-044
45,air.temp.r1,0.033711615923521,3-045
46,air.temp.r1,0.0326458561651884,3-046
47,air.temp.r1,0.0339723928914506,3-047
48,air.temp.r1,0.0311602993489399,3-048
49,air.temp.r1,0.0462786224443989,3-049
50,air.temp.r1,0.030957269884783,3-050
51,air.temp.r1,0.0320124353067035,3-051
52,air.temp.r1,0.0307578354844845,3-052
53,air.temp.r1,0.0275417808121552,3-053
54,air.temp.r1,0.0263743965796781,3-054
55,air.temp.r1,0.0644109767883878,3-055
56,air.temp.r1,0.0302169391117029,3-056
57,air.temp.r1,0.037678544724273,3-057
58,air.temp.r1,0.0353591998243214,3-058
59,air.temp.r1,0.0400236175013215,3-059
60,air.temp.r1,0.0431334525049078,3-060
61,air.temp.r1,0.0574738918942618,3-061
62,air.temp.r1,0.0937316222560281,3-062
63,air.temp.r1,0.0648312616650065,3-063
64,air.temp.r1,0.032582240841265,3-064
65,air.temp.r1,0.0371018320602683,3-065
66,air.temp.r1,0.0633981870940467,3-066
67,air.temp.r1,0.0456943974922949,3-067
68,air.temp.r1,0.0368009345672258,3-068
69,air.temp.r1,0.0825073020562777,3-069
70,air.temp.r1,0.0321101599977161,3-070
71,air.temp.r1,0.0367797763336305,3-071
72,air.temp.r1,0.0346035285308727,3-072
73,air.temp.r1,0.0286800720937301,3-073
74,air.temp.r1,0.0271820357008587,3-074
75,air.temp.r1,0.0567935312287083,3-075
76,air.temp.r1,0.0541730806397766,3-076
77,air.temp.r1,0.0338406923817675,3-077
78,air.temp.r1,0.0301725187978872,3-078
79,air.temp.r1,0.0357647940333237,3-079
80,air.temp.r1,0.0338070398932935,3-080
81,air.temp.r1,0.036420584664494,3-081
82,air.temp.r1,0.0327719839330662,3-082
83,air.temp.r1,0.0269900153761776,3-083
84,air.temp.r1,0.0339437095161729,3-084
85,air.temp.r1,0.0341665618122412,3-085
86,air.temp.r1,0.0421226649509673,3-086
87,air.temp.r1,0.0346845435396231,3-087
88,air.temp.r1,0.0367453212567895,3-088
89,air.temp.r1,0.0267471856072828,3-089
90,air.temp.r1,0.0338779536726059,3-090
91,air.temp.r1,0.0342894734662492,3-091
92,air.temp.r1,0.0368740080967519,3-092
93,air.temp.r1,0.0314118575868104,3-093
94,air.temp.r1,0.0309945044130818,3-094
95,air.temp.r1,0.0405453754706413,3-095
96,air.temp.r1,0.0323483446778833,3-096
97,air.temp.r1,0.030365162948873,3-097
98,air.temp.r1,0.0314658994926639,3-098
99,air.temp.r1,0.0491105792842097,3-099
100,air.temp.r1,0.0329319141044662,3-100
1,wind.sqrt.r1,0.726781999293639,3-001
2,wind.sqrt.r1,0.167591141679336,3-002
3,wind.sqrt.r1,0.536656784043577,3-003
4,wind.sqrt.r1,0.346679600335413,3-004
5,wind.sqrt.r1,0.66836613189653,3-005
6,wind.sqrt.r1,0.984333429827629,3-006
7,wind.sqrt.r1,0.527593238099573,3-007
8,wind.sqrt.r1,0.465385279075237,3-008
9,wind.sqrt.r1,0.503848240664837,3-009
10,wind.sqrt.r1,0.508583929759395,3-010
11,wind.sqrt.r1,0.48033998271025,3-011
12,wind.sqrt.r1,0.623784208396458,3-012
13,wind.sqrt.r1,0.483326450918143,3-013
14,wind.sqrt.r1,0.557401080012868,3-014
15,wind.sqrt.r1,0.622744468430092,3-015
16,wind.sqrt.r1,0.470145221735559,3-016
17,wind.sqrt.r1,0.26714342427303,3-017
18,wind.sqrt.r1,-0.0103659469289418,3-018
19,wind.sqrt.r1,0.54048871476453,3-019
20,wind.sqrt.r1,0.353015945818728,3-020
21,wind.sqrt.r1,0.512677034964611,3-021
22,wind.sqrt.r1,0.457184310680779,3-022
23,wind.sqrt.r1,0.434880294200332,3-023
24,wind.sqrt.r1,2.651259561666,3-024
25,wind.sqrt.r1,-0.172701903249564,3-025
26,wind.sqrt.r1,0.548621151205337,3-026
27,wind.sqrt.r1,0.637691979938212,3-027
28,wind.sqrt.r1,0.493625585264782,3-028
29,wind.sqrt.r1,0.549739602156646,3-029
30,wind.sqrt.r1,0.819073572238079,3-030
31,wind.sqrt.r1,0.412751992023758,3-031
32,wind.sqrt.r1,0.524987711139927,3-032
33,wind.sqrt.r1,0.487314894730767,3-033
34,wind.sqrt.r1,0.665011954608548,3-034
35,wind.sqrt.r1,0.373606659316688,3-035
36,wind.sqrt.r1,0.572474704000205,3-036
37,wind.sqrt.r1,0.649178119170801,3-037
38,wind.sqrt.r1,0.497528344823491,3-038
39,wind.sqrt.r1,0.522349543896001,3-039
40,wind.sqrt.r1,0.187709975028957,3-040
41,wind.sqrt.r1,0.57715702045444,3-041
42,wind.sqrt.r1,0.539110629496951,3-042
43,wind.sqrt.r1,0.505654048478982,3-043
44,wind.sqrt.r1,0.855084224319024,3-044
45,wind.sqrt.r1,0.505735689488716,3-045
46,wind.sqrt.r1,0.46445971366484,3-046
47,wind.sqrt.r1,0.281296827239906,3-047
48,wind.sqrt.r1,0.534064764988794,3-048
49,wind.sqrt.r1,0.48500233211913,3-049
50,wind.sqrt.r1,0.441544111015066,3-050
51,wind.sqrt.r1,0.528464321391123,3-051
52,wind.sqrt.r1,0.538617607910119,3-052
53,wind.sqrt.r1,0.452193978232366,3-053
54,wind.sqrt.r1,0.134218280373655,3-054
55,wind.sqrt.r1,1.03795095898786,3-055
56,wind.sqrt.r1,0.299567984118441,3-056
57,wind.sqrt.r1,0.630977970397062,3-057
58,wind.sqrt.r1,-0.164033684969433,3-058
59,wind.sqrt.r1,0.681183437889559,3-059
60,wind.sqrt.r1,0.616214576941465,3-060
61,wind.sqrt.r1,0.492425637769057,3-061
62,wind.sqrt.r1,0.947252125808337,3-062
63,wind.sqrt.r1,0.815679541643388,3-063
64,wind.sqrt.r1,0.506096252710671,3-064
65,wind.sqrt.r1,0.582628462458033,3-065
66,wind.sqrt.r1,0.825305713352521,3-066
67,wind.sqrt.r1,0.767004209992042,3-067
68,wind.sqrt.r1,0.520116346188219,3-068
69,wind.sqrt.r1,0.862972665907522,3-069
70,wind.sqrt.r1,0.533827059192817,3-070
71,wind.sqrt.r1,0.597221626458622,3-071
72,wind.sqrt.r1,0.588531601358366,3-072
73,wind.sqrt.r1,0.552419815968862,3-073
74,wind.sqrt.r1,0.479262321507235,3-074
75,wind.sqrt.r1,0.868184451486205,3-075
76,wind.sqrt.r1,0.735759865322415,3-076
77,wind.sqrt.r1,0.633526985040875,3-077
78,wind.sqrt.r1,0.461965550643112,3-078
79,wind.sqrt.r1,0.534619475528867,3-079
80,wind.sqrt.r1,0.497820088266894,3-080
81,wind.sqrt.r1,0.590010916754955,3-081
82,wind.sqrt.r1,0.522203346447273,3-082
83,wind.sqrt.r1,0.565811116364552,3-083
84,wind.sqrt.r1,0.580605437447002,3-084
85,wind.sqrt.r1,0.476976246031785,3-085
86,wind.sqrt.r1,0.558657789072868,3-086
87,wind.sqrt.r1,0.503968195434053,3-087
88,wind.sqrt.r1,0.599172322964789,3-088
89,wind.sqrt.r1,0.449350235219404,3-089
90,wind.sqrt.r1,0.524253778787086,3-090
91,wind.sqrt.r1,0.57745204822835,3-091
92,wind.sqrt.r1,0.606612978254297,3-092
93,wind.sqrt.r1,0.453409757466664,3-093
94,wind.sqrt.r1,0.52151097666386,3-094
95,wind.sqrt.r1,0.39785758268014,3-095
96,wind.sqrt.r1,0.470145495759801,3-096
97,wind.sqrt.r1,0.529929474395184,3-097
98,wind.sqrt.r1,0.505379796459399,3-098
99,wind.sqrt.r1,0.753841114293467,3-099
100,wind.sqrt.r1,0.543185282359391,3-100
1,app.mthd.ts.r1,-0.111728121768941,3-001
2,app.mthd.ts.r1,0.0186770056955553,3-002
3,app.mthd.ts.r1,-0.190438286466817,3-003
4,app.mthd.ts.r1,-0.0440694225287273,3-004
5,app.mthd.ts.r1,-0.153115701540363,3-005
6,app.mthd.ts.r1,-0.227975542774312,3-006
7,app.mthd.ts.r1,-0.394886601520003,3-007
8,app.mthd.ts.r1,-0.222926663308382,3-008
9,app.mthd.ts.r1,0.193910326350053,3-009
10,app.mthd.ts.r1,-0.18550367626651,3-010
11,app.mthd.ts.r1,-0.174558120428322,3-011
12,app.mthd.ts.r1,-0.0644117232283057,3-012
13,app.mthd.ts.r1,-0.203826950382673,3-013
14,app.mthd.ts.r1,-0.175811865822825,3-014
15,app.mthd.ts.r1,-0.0104779108150978,3-015
16,app.mthd.ts.r1,-0.167504172324363,3-016
17,app.mthd.ts.r1,0.105628895744279,3-017
18,app.mthd.ts.r1,0.0481911318872345,3-018
19,app.mthd.ts.r1,-0.200905639971661,3-019
20,app.mthd.ts.r1,-0.0831850028091921,3-020
21,app.mthd.ts.r1,0.00601043470258497,3-021
22,app.mthd.ts.r1,-0.140312547864741,3-022
23,app.mthd.ts.r1,-0.233416538851502,3-023
24,app.mthd.ts.r1,1.37642514449892,3-024
25,app.mthd.ts.r1,0.123282027294522,3-025
26,app.mthd.ts.r1,-0.0143226171682125,3-026
27,app.mthd.ts.r1,-0.250220690948246,3-027
28,app.mthd.ts.r1,-0.0294228681692664,3-028
29,app.mthd.ts.r1,-0.309433522269907,3-029
30,app.mthd.ts.r1,-0.160571868745371,3-030
31,app.mthd.ts.r1,-0.0937915283161227,3-031
32,app.mthd.ts.r1,-0.0552685310350293,3-032
33,app.mthd.ts.r1,-0.0926333321579108,3-033
34,app.mthd.ts.r1,-0.0326800796978967,3-034
35,app.mthd.ts.r1,-0.0477099762004676,3-035
36,app.mthd.ts.r1,-0.182407638399336,3-036
37,app.mthd.ts.r1,-0.303611877324516,3-037
38,app.mthd.ts.r1,-0.131679907140368,3-038
39,app.mthd.ts.r1,-0.0527133487004967,3-039
40,app.mthd.ts.r1,0.102258131612502,3-040
41,app.mthd.ts.r1,-0.142069558490566,3-041
42,app.mthd.ts.r1,-0.160028696094874,3-042
43,app.mthd.ts.r1,-0.0810708548057606,3-043
44,app.mthd.ts.r1,0.111215961544086,3-044
45,app.mthd.ts.r1,-0.129007164707476,3-045
46,app.mthd.ts.r1,-0.178113180681192,3-046
47,app.mthd.ts.r1,0.11717144226147,3-047
48,app.mthd.ts.r1,-0.242325751473562,3-048
49,app.mthd.ts.r1,-0.181714317468543,3-049
50,app.mthd.ts.r1,-0.061507715948029,3-050
51,app.mthd.ts.r1,-0.185508835138174,3-051
52,app.mthd.ts.r1,-0.253185668208384,3-052
53,app.mthd.ts.r1,-0.112077277017354,3-053
54,app.mthd.ts.r1,0.0660084525933544,3-054
55,app.mthd.ts.r1,-0.0169649913079035,3-055
56,app.mthd.ts.r1,0.133867086104469,3-056
57,app.mthd.ts.r1,-1.2385817286205,3-057
