iteration,parameter,value,parset
62,app.mthd.cs.r3,-0.0711854856917156,3-062
63,app.mthd.cs.r3,-2.77628790480761,3-063
64,app.mthd.cs.r3,14.9338924966161,3-064
65,app.mthd.cs.r3,-21.2300199626015,3-065
66,app.mthd.cs.r3,-0.140684327085938,3-066
67,app.mthd.cs.r3,-0.39474664255235,3-067
68,app.mthd.cs.r3,-0.100646830046034,3-068
69,app.mthd.cs.r3,-0.115667074161414,3-069
70,app.mthd.cs.r3,1.88833805720292,3-070
71,app.mthd.cs.r3,-4.18925725136853,3-071
72,app.mthd.cs.r3,-0.195830329956555,3-072
73,app.mthd.cs.r3,3.00935647652909,3-073
74,app.mthd.cs.r3,-0.0727703346082347,3-074
75,app.mthd.cs.r3,-0.00906202327726811,3-075
76,app.mthd.cs.r3,-0.0840022315250455,3-076
77,app.mthd.cs.r3,-0.0505542149267049,3-077
78,app.mthd.cs.r3,-1.69513770316507,3-078
79,app.mthd.cs.r3,-0.189964440281972,3-079
80,app.mthd.cs.r3,-0.135511734170206,3-080
81,app.mthd.cs.r3,-0.083576371667969,3-081
82,app.mthd.cs.r3,-0.0254787938399875,3-082
83,app.mthd.cs.r3,6.83462992577994,3-083
84,app.mthd.cs.r3,0.613381888802972,3-084
85,app.mthd.cs.r3,-0.0929962044241341,3-085
86,app.mthd.cs.r3,-0.117162389049519,3-086
87,app.mthd.cs.r3,-0.1001877953438,3-087
88,app.mthd.cs.r3,0.111287770199205,3-088
89,app.mthd.cs.r3,-0.198543713286884,3-089
90,app.mthd.cs.r3,-0.27313750398996,3-090
91,app.mthd.cs.r3,-0.096236689795348,3-091
92,app.mthd.cs.r3,-0.178940686696382,3-092
93,app.mthd.cs.r3,-0.0553773050854757,3-093
94,app.mthd.cs.r3,-0.121312135381736,3-094
95,app.mthd.cs.r3,-0.0492767524505491,3-095
96,app.mthd.cs.r3,-0.0937968707379941,3-096
97,app.mthd.cs.r3,-0.0946726677281418,3-097
98,app.mthd.cs.r3,2.27722373142505,3-098
99,app.mthd.cs.r3,-0.176465958204828,3-099
100,app.mthd.cs.r3,0.688533311875019,3-100
1,man.ph.r3,0.00481066594726753,3-001
2,man.ph.r3,0.132344380892592,3-002
3,man.ph.r3,0.043111721359419,3-003
4,man.ph.r3,0.0492078788581936,3-004
5,man.ph.r3,0.00648864093105871,3-005
6,man.ph.r3,0.0551155174464266,3-006
7,man.ph.r3,0.202616181361451,3-007
8,man.ph.r3,0.145868133308442,3-008
9,man.ph.r3,0.0905172807581957,3-009
10,man.ph.r3,0.0760607515622951,3-010
11,man.ph.r3,0.0767934430275868,3-011
12,man.ph.r3,0.392839879349484,3-012
13,man.ph.r3,0.278319965353316,3-013
14,man.ph.r3,0.0377294264383022,3-014
15,man.ph.r3,-0.00740176844869007,3-015
16,man.ph.r3,0.287664381755717,3-016
17,man.ph.r3,0.197813574545916,3-017
18,man.ph.r3,0.0269328451461981,3-018
19,man.ph.r3,0.0666092767108471,3-019
20,man.ph.r3,0.0927996700678041,3-020
21,man.ph.r3,0.182512190909491,3-021
22,man.ph.r3,0.295622856493756,3-022
23,man.ph.r3,0.272917343063385,3-023
24,man.ph.r3,0.0222503982992928,3-024
25,man.ph.r3,0.0159811234558932,3-025
26,man.ph.r3,0.0751095503982164,3-026
27,man.ph.r3,0.135493823678956,3-027
28,man.ph.r3,0.192555032178653,3-028
29,man.ph.r3,0.0590961012783736,3-029
30,man.ph.r3,0.17281776198685,3-030
31,man.ph.r3,0.144580529979051,3-031
32,man.ph.r3,0.0566643400814653,3-032
33,man.ph.r3,0.327252062019447,3-033
34,man.ph.r3,0.0519627449356065,3-034
35,man.ph.r3,0.0333821230888952,3-035
36,man.ph.r3,0.0626009754341095,3-036
37,man.ph.r3,0.232321264293944,3-037
38,man.ph.r3,-0.00171882103218642,3-038
39,man.ph.r3,0.132128346298888,3-039
40,man.ph.r3,0.151787721230737,3-040
41,man.ph.r3,0.0897172314699852,3-041
42,man.ph.r3,0.0552383158317449,3-042
43,man.ph.r3,0.116937873452888,3-043
44,man.ph.r3,0.0185636144599137,3-044
45,man.ph.r3,0.0876424767395698,3-045
46,man.ph.r3,0.042626650238356,3-046
47,man.ph.r3,0.225069301958212,3-047
48,man.ph.r3,0.121413184553982,3-048
49,man.ph.r3,0.356610066828533,3-049
50,man.ph.r3,-0.0686486873734268,3-050
51,man.ph.r3,0.0620943085593998,3-051
52,man.ph.r3,0.109742017558459,3-052
53,man.ph.r3,0.268490348855464,3-053
54,man.ph.r3,0.0799348155357937,3-054
55,man.ph.r3,0.185723174130609,3-055
56,man.ph.r3,0.180639386170541,3-056
57,man.ph.r3,0.403189752610999,3-057
58,man.ph.r3,0.0133244823664424,3-058
59,man.ph.r3,0.360332744063672,3-059
60,man.ph.r3,0.0922402078748331,3-060
61,man.ph.r3,0.0219051589405352,3-061
62,man.ph.r3,0.244090136133786,3-062
63,man.ph.r3,0.147824002172972,3-063
64,man.ph.r3,0.126162141531905,3-064
65,man.ph.r3,0.0479418194173225,3-065
66,man.ph.r3,0.335813239159859,3-066
67,man.ph.r3,0.0428036934652614,3-067
68,man.ph.r3,0.034921424033975,3-068
69,man.ph.r3,0.157478938910872,3-069
70,man.ph.r3,0.0952728739965216,3-070
71,man.ph.r3,0.0101675558310312,3-071
72,man.ph.r3,0.311526570645736,3-072
73,man.ph.r3,0.145725627838402,3-073
74,man.ph.r3,0.175747215116388,3-074
75,man.ph.r3,0.495924180691707,3-075
76,man.ph.r3,0.284923853060775,3-076
77,man.ph.r3,0.250301604706033,3-077
78,man.ph.r3,0.0538309420817681,3-078
79,man.ph.r3,0.0606977373955299,3-079
80,man.ph.r3,0.0948743848624854,3-080
81,man.ph.r3,0.157892827813382,3-081
82,man.ph.r3,-0.011324191373429,3-082
83,man.ph.r3,0.0864286059410962,3-083
84,man.ph.r3,0.127107992003971,3-084
85,man.ph.r3,-0.0112202754689455,3-085
86,man.ph.r3,0.0457609863344262,3-086
87,man.ph.r3,0.142251673213312,3-087
88,man.ph.r3,0.311939058972002,3-088
89,man.ph.r3,0.26972924072993,3-089
90,man.ph.r3,0.176555957107587,3-090
91,man.ph.r3,0.105563153978414,3-091
92,man.ph.r3,0.172857985429673,3-092
93,man.ph.r3,0.120931618195348,3-093
94,man.ph.r3,0.100154037670765,3-094
95,man.ph.r3,0.183119474541547,3-095
96,man.ph.r3,0.127085362484552,3-096
97,man.ph.r3,0.159307807493103,3-097
98,man.ph.r3,0.114057284270995,3-098
99,man.ph.r3,-0.0128599833627914,3-099
100,man.ph.r3,0.112954230811038,3-100
1,incorp.shallow.f4,0.218809187270318,3-001
2,incorp.shallow.f4,0.267876284763616,3-002
3,incorp.shallow.f4,-2.0606467589716,3-003
4,incorp.shallow.f4,0.441936628513755,3-004
5,incorp.shallow.f4,-0.04377196337648,3-005
6,incorp.shallow.f4,-3.42836512783519,3-006
7,incorp.shallow.f4,-1.72668934183338,3-007
8,incorp.shallow.f4,-2.25434973738318,3-008
9,incorp.shallow.f4,-7.79325735287649,3-009
10,incorp.shallow.f4,-3.10838705773368,3-010
11,incorp.shallow.f4,-1.86487628306914,3-011
12,incorp.shallow.f4,-1.39009221540655,3-012
13,incorp.shallow.f4,-1.71046247659905,3-013
14,incorp.shallow.f4,-1.56609780465036,3-014
15,incorp.shallow.f4,-0.452038629997751,3-015
16,incorp.shallow.f4,-5.015761173639,3-016
17,incorp.shallow.f4,-0.983603217198135,3-017
18,incorp.shallow.f4,-3.41016662292293,3-018
19,incorp.shallow.f4,-2.15371085166685,3-019
20,incorp.shallow.f4,-1.77225806970386,3-020
21,incorp.shallow.f4,-1.83999098702321,3-021
22,incorp.shallow.f4,-2.91135476304435,3-022
23,incorp.shallow.f4,-2.7003481776379,3-023
24,incorp.shallow.f4,-0.501238585059294,3-024
25,incorp.shallow.f4,-2.45469573720448,3-025
26,incorp.shallow.f4,-2.09402533190118,3-026
27,incorp.shallow.f4,3.072706110513,3-027
28,incorp.shallow.f4,-1.6398789454031,3-028
29,incorp.shallow.f4,-2.77479724380681,3-029
30,incorp.shallow.f4,-2.47581496090353,3-030
31,incorp.shallow.f4,-2.19119186385309,3-031
32,incorp.shallow.f4,-1.59183063337105,3-032
33,incorp.shallow.f4,-4.89076971428603,3-033
34,incorp.shallow.f4,-5.41150479279921,3-034
35,incorp.shallow.f4,-2.20317215528187,3-035
36,incorp.shallow.f4,-1.77339430733779,3-036
37,incorp.shallow.f4,-7.59190152730182,3-037
38,incorp.shallow.f4,-1.48171210044563,3-038
39,incorp.shallow.f4,-3.65573817984677,3-039
40,incorp.shallow.f4,-3.02288033894696,3-040
41,incorp.shallow.f4,-1.9570294231893,3-041
42,incorp.shallow.f4,-1.92050036349604,3-042
43,incorp.shallow.f4,-3.50977787654118,3-043
44,incorp.shallow.f4,0.0734826330178105,3-044
45,incorp.shallow.f4,-1.68857093359759,3-045
46,incorp.shallow.f4,-1.79400427929181,3-046
47,incorp.shallow.f4,-4.10118964474626,3-047
48,incorp.shallow.f4,-1.43836216204086,3-048
49,incorp.shallow.f4,-0.752960005466655,3-049
50,incorp.shallow.f4,-0.142961176502756,3-050
51,incorp.shallow.f4,-1.41784548765604,3-051
52,incorp.shallow.f4,-1.56521727441831,3-052
53,incorp.shallow.f4,-2.49259627390295,3-053
54,incorp.shallow.f4,-1.45120727621275,3-054
55,incorp.shallow.f4,-4.53473480064979,3-055
56,incorp.shallow.f4,-2.00516315488483,3-056
57,incorp.shallow.f4,-2.17617920612201,3-057
58,incorp.shallow.f4,-2.40714080223757,3-058
59,incorp.shallow.f4,-2.42851547625086,3-059
60,incorp.shallow.f4,-1.0468666840877,3-060
61,incorp.shallow.f4,-3.16540222756316,3-061
62,incorp.shallow.f4,-3.66338920084975,3-062
63,incorp.shallow.f4,-0.420725536098122,3-063
64,incorp.shallow.f4,-2.40947886176499,3-064
65,incorp.shallow.f4,-2.41426942727257,3-065
66,incorp.shallow.f4,-1.0721468720339,3-066
67,incorp.shallow.f4,0.062450349467837,3-067
68,incorp.shallow.f4,-1.54515979808237,3-068
69,incorp.shallow.f4,-0.298938355115571,3-069
70,incorp.shallow.f4,-1.96479405690057,3-070
71,incorp.shallow.f4,-1.15976208558569,3-071
72,incorp.shallow.f4,-1.28579068651832,3-072
73,incorp.shallow.f4,-2.86590343915289,3-073
74,incorp.shallow.f4,-1.96628446509424,3-074
75,incorp.shallow.f4,6.32233707155813,3-075
76,incorp.shallow.f4,0.444408725048769,3-076
77,incorp.shallow.f4,-1.7690527955753,3-077
78,incorp.shallow.f4,-2.97731920537478,3-078
79,incorp.shallow.f4,-1.38428047189353,3-079
80,incorp.shallow.f4,-2.35583735859834,3-080
81,incorp.shallow.f4,-1.55847116310507,3-081
82,incorp.shallow.f4,-1.516921811657,3-082
83,incorp.shallow.f4,-1.51738275918969,3-083
84,incorp.shallow.f4,-2.70467848580765,3-084
85,incorp.shallow.f4,-1.96732616236229,3-085
86,incorp.shallow.f4,-1.76782650030965,3-086
87,incorp.shallow.f4,-2.8942134833276,3-087
88,incorp.shallow.f4,-2.40622707718751,3-088
89,incorp.shallow.f4,-1.55302598242146,3-089
90,incorp.shallow.f4,-3.24270031917336,3-090
91,incorp.shallow.f4,-2.42429430749541,3-091
92,incorp.shallow.f4,-1.61285353097132,3-092
93,incorp.shallow.f4,-1.81428937995923,3-093
94,incorp.shallow.f4,-4.31336595920086,3-094
95,incorp.shallow.f4,0.234774972463218,3-095
96,incorp.shallow.f4,-4.02105443857671,3-096
97,incorp.shallow.f4,-1.80776359107694,3-097
98,incorp.shallow.f4,-3.53959178782393,3-098
99,incorp.shallow.f4,-0.513968163452394,3-099
100,incorp.shallow.f4,-1.85633139726314,3-100
1,incorp.shallow.r3,-1.14967806020757,3-001
2,incorp.shallow.r3,-0.933602498541885,3-002
3,incorp.shallow.r3,-0.0775933296040281,3-003
4,incorp.shallow.r3,-0.672229469630513,3-004
5,incorp.shallow.r3,-0.958064502057334,3-005
6,incorp.shallow.r3,0.107951709254762,3-006
7,incorp.shallow.r3,-0.0480685024563292,3-007
8,incorp.shallow.r3,0.633934470959523,3-008
9,incorp.shallow.r3,0.568892704355804,3-009
10,incorp.shallow.r3,0.276766549949617,3-010
11,incorp.shallow.r3,0.355806852824855,3-011
12,incorp.shallow.r3,-0.622965031436232,3-012
13,incorp.shallow.r3,0.436201827070961,3-013
14,incorp.shallow.r3,-0.137385699326063,3-014
15,incorp.shallow.r3,-0.742526839415141,3-015
16,incorp.shallow.r3,0.164974495402734,3-016
17,incorp.shallow.r3,0.113686463466737,3-017
18,incorp.shallow.r3,-1.34422155702589,3-018
19,incorp.shallow.r3,0.0185961134905424,3-019
20,incorp.shallow.r3,0.382181383208694,3-020
21,incorp.shallow.r3,0.469743911202406,3-021
22,incorp.shallow.r3,0.190309573691177,3-022
23,incorp.shallow.r3,0.400907072230674,3-023
24,incorp.shallow.r3,-0.04015221524339,3-024
25,incorp.shallow.r3,0.465783402358172,3-025
26,incorp.shallow.r3,-0.201051569981974,3-026
27,incorp.shallow.r3,-3.32779889439803,3-027
28,incorp.shallow.r3,0.0465081417576628,3-028
29,incorp.shallow.r3,0.199225473837917,3-029
30,incorp.shallow.r3,0.107997056763454,3-030
31,incorp.shallow.r3,0.632261949476039,3-031
32,incorp.shallow.r3,-0.00641727920249162,3-032
33,incorp.shallow.r3,0.421187062397225,3-033
34,incorp.shallow.r3,-0.0859724331058317,3-034
35,incorp.shallow.r3,0.0132441808585901,3-035
36,incorp.shallow.r3,-0.1950722472686,3-036
37,incorp.shallow.r3,0.523599863451488,3-037
38,incorp.shallow.r3,-0.320776687989684,3-038
39,incorp.shallow.r3,0.056081022094916,3-039
40,incorp.shallow.r3,0.435801040898197,3-040
41,incorp.shallow.r3,0.128785298841514,3-041
42,incorp.shallow.r3,0.0537322536177621,3-042
43,incorp.shallow.r3,-0.00938344257598996,3-043
44,incorp.shallow.r3,-1.27952289205097,3-044
45,incorp.shallow.r3,-0.0114692872692071,3-045
46,incorp.shallow.r3,0.129471679720794,3-046
47,incorp.shallow.r3,0.304911322462895,3-047
48,incorp.shallow.r3,0.172813168753769,3-048
49,incorp.shallow.r3,-0.402117994445011,3-049
50,incorp.shallow.r3,-1.09339213624225,3-050
51,incorp.shallow.r3,-0.092771454209189,3-051
52,incorp.shallow.r3,0.423340592580707,3-052
53,incorp.shallow.r3,0.266039289835015,3-053
54,incorp.shallow.r3,1.98318604883193,3-054
55,incorp.shallow.r3,0.00509791625091523,3-055
56,incorp.shallow.r3,0.203793367039219,3-056
57,incorp.shallow.r3,0.311630871265093,3-057
58,incorp.shallow.r3,-0.118065204584179,3-058
59,incorp.shallow.r3,0.155900730052687,3-059
60,incorp.shallow.r3,-0.373768130157116,3-060
61,incorp.shallow.r3,-0.274873817473843,3-061
62,incorp.shallow.r3,0.332159527824867,3-062
63,incorp.shallow.r3,-0.420839682482233,3-063
64,incorp.shallow.r3,0.331798087409362,3-064
65,incorp.shallow.r3,0.0170755572987653,3-065
66,incorp.shallow.r3,-0.182484340467429,3-066
67,incorp.shallow.r3,-2.43235829724962,3-067
68,incorp.shallow.r3,-0.147308959171729,3-068
69,incorp.shallow.r3,-0.226557706852558,3-069
70,incorp.shallow.r3,0.0137636855508121,3-070
71,incorp.shallow.r3,-0.357584670208289,3-071
72,incorp.shallow.r3,0.115901367815538,3-072
73,incorp.shallow.r3,0.340375775065737,3-073
74,incorp.shallow.r3,0.309133962775547,3-074
75,incorp.shallow.r3,-2.13122286537615,3-075
76,incorp.shallow.r3,-0.75982498091101,3-076
77,incorp.shallow.r3,0.374300676003204,3-077
78,incorp.shallow.r3,0.223637914709369,3-078
79,incorp.shallow.r3,-0.0995417466996745,3-079
80,incorp.shallow.r3,0.202326062600757,3-080
81,incorp.shallow.r3,0.145610153966082,3-081
82,incorp.shallow.r3,-0.257055915567996,3-082
83,incorp.shallow.r3,0.703514459957728,3-083
84,incorp.shallow.r3,0.238419725320353,3-084
85,incorp.shallow.r3,-0.157599738897072,3-085
86,incorp.shallow.r3,0.0566308237348054,3-086
87,incorp.shallow.r3,0.200210020032793,3-087
88,incorp.shallow.r3,0.0858662396980906,3-088
89,incorp.shallow.r3,0.532243477396569,3-089
90,incorp.shallow.r3,0.480949458191223,3-090
91,incorp.shallow.r3,0.224127176083901,3-091
92,incorp.shallow.r3,0.366529731789617,3-092
93,incorp.shallow.r3,0.410535282855425,3-093
94,incorp.shallow.r3,0.3141381726801,3-094
95,incorp.shallow.r3,-0.437439962081501,3-095
96,incorp.shallow.r3,0.3658132766793,3-096
97,incorp.shallow.r3,0.470854837264825,3-097
98,incorp.shallow.r3,0.0299841550690482,3-098
99,incorp.shallow.r3,-0.868733945583565,3-099
100,incorp.shallow.r3,0.295818387662385,3-100
1,incorp.deep.f4,-3.38661412564096,3-001
2,incorp.deep.f4,-6.57310305326013,3-002
3,incorp.deep.f4,-1.81709740250342,3-003
4,incorp.deep.f4,-3.73958668445723,3-004
5,incorp.deep.f4,-41.4468184167946,3-005
6,incorp.deep.f4,-7.15885156675962,3-006
7,incorp.deep.f4,-3.90102440261407,3-007
8,incorp.deep.f4,-1.81971734927847,3-008
9,incorp.deep.f4,-3.60969163002018,3-009
10,incorp.deep.f4,-4.3286675412632,3-010
11,incorp.deep.f4,-2.42490879916679,3-011
12,incorp.deep.f4,-3.49548916933254,3-012
13,incorp.deep.f4,-10.6930487430151,3-013
14,incorp.deep.f4,-1.61380568227362,3-014
15,incorp.deep.f4,-2.19036361428629,3-015
16,incorp.deep.f4,-2.06268397822041,3-016
17,incorp.deep.f4,-4.02760827871674,3-017
18,incorp.deep.f4,0.297543800692597,3-018
19,incorp.deep.f4,-6.41197331283208,3-019
20,incorp.deep.f4,-3.55074962264057,3-020
21,incorp.deep.f4,-5.40269059098225,3-021
22,incorp.deep.f4,-1.60048781805155,3-022
23,incorp.deep.f4,-2.68978401368905,3-023
24,incorp.deep.f4,0.455819162353922,3-024
25,incorp.deep.f4,-2.80092983135988,3-025
26,incorp.deep.f4,-1.51045089207704,3-026
27,incorp.deep.f4,3.96057967123223,3-027
28,incorp.deep.f4,-1.40599944991652,3-028
29,incorp.deep.f4,-2.43540884301285,3-029
30,incorp.deep.f4,-3.20324018471267,3-030
31,incorp.deep.f4,-2.83696974659129,3-031
32,incorp.deep.f4,-5.59710936457568,3-032
33,incorp.deep.f4,-1.33141313932704,3-033
34,incorp.deep.f4,0.12318205843361,3-034
35,incorp.deep.f4,-3.16131246656896,3-035
36,incorp.deep.f4,-3.21752991985488,3-036
37,incorp.deep.f4,-1.78221564176083,3-037
38,incorp.deep.f4,-2.25894010908498,3-038
39,incorp.deep.f4,-3.4866869995585,3-039
40,incorp.deep.f4,-3.17146237182019,3-040
41,incorp.deep.f4,-2.81704637248791,3-041
42,incorp.deep.f4,-3.4135768793988,3-042
43,incorp.deep.f4,-0.501618970793647,3-043
44,incorp.deep.f4,-3.56568322030565,3-044
45,incorp.deep.f4,-2.36997198277689,3-045
46,incorp.deep.f4,-2.70783806705081,3-046
47,incorp.deep.f4,-2.17393243054988,3-047
48,incorp.deep.f4,-2.8900785395101,3-048
49,incorp.deep.f4,-4.44616606456975,3-049
50,incorp.deep.f4,-26.4370829117452,3-050
51,incorp.deep.f4,-17.8043939504924,3-051
52,incorp.deep.f4,-1.09029868826849,3-052
53,incorp.deep.f4,-8.40606220216085,3-053
54,incorp.deep.f4,0.776676321148034,3-054
55,incorp.deep.f4,4.78588334320322,3-055
56,incorp.deep.f4,-3.03937449734003,3-056
57,incorp.deep.f4,-3.30643493360048,3-057
58,incorp.deep.f4,-1.64651521732637,3-058
59,incorp.deep.f4,-3.86841243044602,3-059
60,incorp.deep.f4,-5.69503920082132,3-060
61,incorp.deep.f4,1.50712983854667,3-061
62,incorp.deep.f4,-2.89837646893837,3-062
63,incorp.deep.f4,0.0664366626202379,3-063
64,incorp.deep.f4,-24.5197679898812,3-064
65,incorp.deep.f4,-11.440890265141,3-065
66,incorp.deep.f4,-7.31253037850801,3-066
67,incorp.deep.f4,-15.69086818705,3-067
68,incorp.deep.f4,-2.29162103956296,3-068
69,incorp.deep.f4,-2.4069765241065,3-069
70,incorp.deep.f4,-5.40284024340722,3-070
71,incorp.deep.f4,-1.40153156285051,3-071
72,incorp.deep.f4,-2.80820577519136,3-072
73,incorp.deep.f4,-2.59138915077395,3-073
74,incorp.deep.f4,-3.53329369332244,3-074
75,incorp.deep.f4,-1.0289299816699,3-075
76,incorp.deep.f4,-5.75980788234144,3-076
77,incorp.deep.f4,-5.22649109951042,3-077
78,incorp.deep.f4,-4.15143418645829,3-078
79,incorp.deep.f4,-6.69389038946528,3-079
80,incorp.deep.f4,-11.9380296551208,3-080
81,incorp.deep.f4,-1.70584852488897,3-081
82,incorp.deep.f4,-18.0428672887187,3-082
83,incorp.deep.f4,-2.35647495607475,3-083
84,incorp.deep.f4,-3.16740185998665,3-084
85,incorp.deep.f4,-3.50520016987248,3-085
86,incorp.deep.f4,-0.65737269305009,3-086
87,incorp.deep.f4,-4.93593489184253,3-087
88,incorp.deep.f4,-5.31842520586767,3-088
89,incorp.deep.f4,-5.26117958009807,3-089
90,incorp.deep.f4,-3.17010553505804,3-090
91,incorp.deep.f4,-2.18615483300702,3-091
92,incorp.deep.f4,-1.79716614853949,3-092
93,incorp.deep.f4,-5.56762998138014,3-093
94,incorp.deep.f4,-5.51082315888083,3-094
95,incorp.deep.f4,0.540813249514462,3-095
96,incorp.deep.f4,-5.67886326316091,3-096
97,incorp.deep.f4,-6.77472823433494,3-097
98,incorp.deep.f4,-5.12179619204325,3-098
99,incorp.deep.f4,-4.03763168701414,3-099
100,incorp.deep.f4,-2.41059822358822,3-100
1,incorp.deep.r3,-17.4164486289504,3-001
2,incorp.deep.r3,-7.51887783373046,3-002
3,incorp.deep.r3,-10.2461236938892,3-003
4,incorp.deep.r3,-6.55178054447176,3-004
5,incorp.deep.r3,-2.32189808996168,3-005
6,incorp.deep.r3,-0.482264703456857,3-006
7,incorp.deep.r3,-1.62203680232944,3-007
8,incorp.deep.r3,-6.4412815689707,3-008
9,incorp.deep.r3,-15.7140121261738,3-009
10,incorp.deep.r3,-0.72026690983437,3-010
11,incorp.deep.r3,-8.35436835834795,3-011
12,incorp.deep.r3,-8.23727773510198,3-012
13,incorp.deep.r3,-1.66642255586816,3-013
14,incorp.deep.r3,-10.3524676745977,3-014
15,incorp.deep.r3,-2.72283217366466,3-015
16,incorp.deep.r3,-5.26068297729286,3-016
17,incorp.deep.r3,-7.14945284511838,3-017
18,incorp.deep.r3,-9.36765621180717,3-018
19,incorp.deep.r3,-0.650643068485721,3-019
20,incorp.deep.r3,-7.18603563213913,3-020
21,incorp.deep.r3,-6.51265671595081,3-021
22,incorp.deep.r3,-10.5849827598764,3-022
23,incorp.deep.r3,-7.82987739431271,3-023
24,incorp.deep.r3,-13.7848970892926,3-024
25,incorp.deep.r3,-7.46398843129284,3-025
26,incorp.deep.r3,-4.55509545150136,3-026
27,incorp.deep.r3,-13.0305027343995,3-027
28,incorp.deep.r3,-10.1480529779154,3-028
29,incorp.deep.r3,-8.19531710138432,3-029
30,incorp.deep.r3,-5.28474582773843,3-030
31,incorp.deep.r3,-10.8069336758052,3-031
32,incorp.deep.r3,-0.714153028754147,3-032
33,incorp.deep.r3,-7.90937637629792,3-033
34,incorp.deep.r3,-5.36399818894929,3-034
35,incorp.deep.r3,-5.37355592711897,3-035
36,incorp.deep.r3,-10.602594157611,3-036
37,incorp.deep.r3,-8.87583134431635,3-037
38,incorp.deep.r3,-1.26829434050335,3-038
39,incorp.deep.r3,-10.8763392012267,3-039
40,incorp.deep.r3,-7.97908595846326,3-040
41,incorp.deep.r3,-5.36252479176076,3-041
42,incorp.deep.r3,-2.00688129489246,3-042
43,incorp.deep.r3,-9.2132383379624,3-043
44,incorp.deep.r3,-4.33076452289331,3-044
45,incorp.deep.r3,-1.73854140125925,3-045
46,incorp.deep.r3,-7.2000032435389,3-046
47,incorp.deep.r3,-7.42524691739686,3-047
48,incorp.deep.r3,-5.34321117295306,3-048
49,incorp.deep.r3,-8.7589978757304,3-049
50,incorp.deep.r3,-16.70500959197,3-050
51,incorp.deep.r3,-5.15964738767764,3-051
52,incorp.deep.r3,-8.97593410481415,3-052
53,incorp.deep.r3,-5.5768361835341,3-053
54,incorp.deep.r3,-8.61881265837931,3-054
55,incorp.deep.r3,-12.4572386953675,3-055
56,incorp.deep.r3,-8.7974406686774,3-056
57,incorp.deep.r3,-8.40890182310653,3-057
58,incorp.deep.r3,-7.89311405871796,3-058
59,incorp.deep.r3,-11.3177227521405,3-059
60,incorp.deep.r3,-12.0247039565244,3-060
61,incorp.deep.r3,-7.03797547720826,3-061
62,incorp.deep.r3,-8.44152377435713,3-062
63,incorp.deep.r3,-8.02007371166005,3-063
64,incorp.deep.r3,-6.70472224988776,3-064
65,incorp.deep.r3,-6.27137103666914,3-065
66,incorp.deep.r3,-5.27436305511986,3-066
67,incorp.deep.r3,-4.22102193898601,3-067
68,incorp.deep.r3,-1.41296678155875,3-068
69,incorp.deep.r3,-7.88045321999963,3-069
70,incorp.deep.r3,-3.78463503852983,3-070
71,incorp.deep.r3,-1.34943347468825,3-071
72,incorp.deep.r3,-5.96012945743102,3-072
73,incorp.deep.r3,-1.37619961489288,3-073
74,incorp.deep.r3,-8.06355881214525,3-074
75,incorp.deep.r3,-10.7388968614216,3-075
76,incorp.deep.r3,-7.67836756869299,3-076
77,incorp.deep.r3,-7.97897546911719,3-077
78,incorp.deep.r3,-5.76773768702532,3-078
79,incorp.deep.r3,-0.711301193820061,3-079
80,incorp.deep.r3,-2.84615555499497,3-080
81,incorp.deep.r3,-6.85178164817474,3-081
82,incorp.deep.r3,-0.740968079766112,3-082
83,incorp.deep.r3,-17.1283684409723,3-083
84,incorp.deep.r3,-6.29121860308517,3-084
85,incorp.deep.r3,-0.875741934347244,3-085
86,incorp.deep.r3,-3.60752741151845,3-086
87,incorp.deep.r3,-6.43373999553048,3-087
88,incorp.deep.r3,-13.0598067137927,3-088
89,incorp.deep.r3,-2.02121338547061,3-089
90,incorp.deep.r3,-5.87759865797537,3-090
91,incorp.deep.r3,-7.37207954631059,3-091
92,incorp.deep.r3,-3.77199615046164,3-092
93,incorp.deep.r3,-7.94027977303298,3-093
94,incorp.deep.r3,-1.3073854748983,3-094
95,incorp.deep.r3,-9.97656141213422,3-095
96,incorp.deep.r3,-5.83772917418357,3-096
97,incorp.deep.r3,-5.54076689158865,3-097
98,incorp.deep.r3,-8.36370570441238,3-098
99,incorp.deep.r3,-3.90954435164077,3-099
100,incorp.deep.r3,-6.96486128088016,3-100
1,rain.rate.r5,0.846385349226697,3-001
2,rain.rate.r5,1.16367775309164,3-002
3,rain.rate.r5,1.14294439365415,3-003
4,rain.rate.r5,0.0692666780997522,3-004
5,rain.rate.r5,0.281008116111609,3-005
6,rain.rate.r5,-0.166742724850315,3-006
7,rain.rate.r5,-5.07874527606789,3-007
8,rain.rate.r5,1.17963621314993,3-008
9,rain.rate.r5,-0.808253704136214,3-009
10,rain.rate.r5,1.05743215773825,3-010
11,rain.rate.r5,1.16357832048122,3-011
12,rain.rate.r5,-0.784803775048196,3-012
13,rain.rate.r5,1.22893547734692,3-013
14,rain.rate.r5,1.10350137388661,3-014
15,rain.rate.r5,0.26527692259149,3-015
16,rain.rate.r5,1.16694465104088,3-016
17,rain.rate.r5,1.14727317221253,3-017
18,rain.rate.r5,1.16267515661793,3-018
19,rain.rate.r5,1.16413840205321,3-019
20,rain.rate.r5,1.16584637492783,3-020
21,rain.rate.r5,-1.37417424104515,3-021
22,rain.rate.r5,1.16508878398358,3-022
23,rain.rate.r5,1.38116426723212,3-023
