app.mthd,n,ererr,aererr,arerr,ererrse,ersd
bc,187,-0.00793046931181851,0.161549317737289,0.679220886437151,0.19976084726178,0.282344048197078
bsth,189,0.0121579382513671,0.0749735628666966,0.546189169079385,0.100405469956768,0.105024451198002
cs,15,-0.020984071928585,0.0617410946444243,6.93338432676219,0.0643297303732106,0.0393103818638539
os,85,-0.00439512430677531,0.101698453502504,1.26394263065005,0.131208995846557,0.110581088401138
ts,97,-0.00301810795866422,0.130347824600014,0.723368853754152,0.181427789512086,0.214740819320005
