parameter,iteration,value,parset,value.ps3
app.mthd.cs.f0,38,-6.28060118884048,3-038,-7.09642527728471
app.mthd.cs.f0,39,-6.36915850522229,3-039,-7.09642527728471
app.mthd.cs.f0,40,-7.11701291189574,3-040,-7.09642527728471
app.mthd.cs.f0,41,-8.56640950810869,3-041,-7.09642527728471
app.mthd.cs.f0,42,-6.32274915909503,3-042,-7.09642527728471
app.mthd.cs.f0,43,-5.40046349013751,3-043,-7.09642527728471
app.mthd.cs.f0,44,-6.60325387976344,3-044,-7.09642527728471
app.mthd.cs.f0,45,-5.59455180675252,3-045,-7.09642527728471
app.mthd.cs.f0,46,-6.37281226741019,3-046,-7.09642527728471
app.mthd.cs.f0,47,-5.29619122856317,3-047,-7.09642527728471
app.mthd.cs.f0,48,-6.61193255276327,3-048,-7.09642527728471
app.mthd.cs.f0,49,-8.09552585818709,3-049,-7.09642527728471
app.mthd.cs.f0,50,-8.1347949364529,3-050,-7.09642527728471
app.mthd.cs.f0,51,-5.39518990814932,3-051,-7.09642527728471
app.mthd.cs.f0,52,-11.6834297753751,3-052,-7.09642527728471
app.mthd.cs.f0,53,-4.79320889366067,3-053,-7.09642527728471
app.mthd.cs.f0,54,-6.90510276593218,3-054,-7.09642527728471
app.mthd.cs.f0,55,-8.05525580557631,3-055,-7.09642527728471
app.mthd.cs.f0,56,-5.18996725159218,3-056,-7.09642527728471
app.mthd.cs.f0,57,-7.81992457328582,3-057,-7.09642527728471
app.mthd.cs.f0,58,-9.86779006728251,3-058,-7.09642527728471
app.mthd.cs.f0,59,-3.35618189351493,3-059,-7.09642527728471
app.mthd.cs.f0,60,-5.3618661256117,3-060,-7.09642527728471
app.mthd.cs.f0,61,-7.18946741339106,3-061,-7.09642527728471
app.mthd.cs.f0,62,-5.7872528363632,3-062,-7.09642527728471
app.mthd.cs.f0,63,-7.10275152247306,3-063,-7.09642527728471
app.mthd.cs.f0,64,-4.5213577297013,3-064,-7.09642527728471
app.mthd.cs.f0,65,-9.60229017998316,3-065,-7.09642527728471
app.mthd.cs.f0,66,-6.98849963196693,3-066,-7.09642527728471
app.mthd.cs.f0,67,-7.12438036570677,3-067,-7.09642527728471
app.mthd.cs.f0,68,-9.47909366069198,3-068,-7.09642527728471
app.mthd.cs.f0,69,-7.09642527728471,3-069,-7.09642527728471
app.mthd.cs.f0,70,-7.32447088801639,3-070,-7.09642527728471
app.mthd.cs.f0,71,-4.66220590488967,3-071,-7.09642527728471
app.mthd.cs.f0,72,-6.80170825828258,3-072,-7.09642527728471
app.mthd.cs.f0,73,-8.77665708803085,3-073,-7.09642527728471
app.mthd.cs.f0,74,-15.9182302608438,3-074,-7.09642527728471
app.mthd.cs.f0,75,-7.09642527728471,3-075,-7.09642527728471
app.mthd.cs.f0,76,-12.2768577946251,3-076,-7.09642527728471
app.mthd.cs.f0,77,-6.48481589977759,3-077,-7.09642527728471
app.mthd.cs.f0,78,-5.04679791138722,3-078,-7.09642527728471
app.mthd.cs.f0,79,-6.18105226089407,3-079,-7.09642527728471
app.mthd.cs.f0,80,-14.7960912340126,3-080,-7.09642527728471
app.mthd.cs.f0,81,-8.57074821811652,3-081,-7.09642527728471
app.mthd.cs.f0,82,-5.93670224301367,3-082,-7.09642527728471
app.mthd.cs.f0,83,-7.27816004083022,3-083,-7.09642527728471
app.mthd.cs.f0,84,-7.09642527728471,3-084,-7.09642527728471
app.mthd.cs.f0,85,-11.5069437847942,3-085,-7.09642527728471
app.mthd.cs.f0,86,-5.3170311345373,3-086,-7.09642527728471
app.mthd.cs.f0,87,-5.3904326305022,3-087,-7.09642527728471
app.mthd.cs.f0,88,-6.16125005065412,3-088,-7.09642527728471
app.mthd.cs.f0,89,-8.08597626732643,3-089,-7.09642527728471
app.mthd.cs.f0,90,-5.4522441257839,3-090,-7.09642527728471
app.mthd.cs.f0,91,-4.49174051668581,3-091,-7.09642527728471
app.mthd.cs.f0,92,-7.42961354908267,3-092,-7.09642527728471
app.mthd.cs.f0,93,-2.62651171132868,3-093,-7.09642527728471
app.mthd.cs.f0,94,-5.41758669256821,3-094,-7.09642527728471
app.mthd.cs.f0,95,-7.54169616060562,3-095,-7.09642527728471
app.mthd.cs.f0,96,-5.5695242177875,3-096,-7.09642527728471
app.mthd.cs.f0,97,-5.15254716443179,3-097,-7.09642527728471
app.mthd.cs.f0,98,-7.69795664212407,3-098,-7.09642527728471
app.mthd.cs.f0,99,-9.44322935169964,3-099,-7.09642527728471
app.mthd.cs.f0,100,-14.7551554580047,3-100,-7.09642527728471
int.r1,1,-1.26789138927514,3-001,-1.45119861922659
int.r1,2,-1.39151235497262,3-002,-1.45119861922659
int.r1,3,-1.39685697493143,3-003,-1.45119861922659
int.r1,4,-1.55731868645599,3-004,-1.45119861922659
int.r1,5,-1.59809640175347,3-005,-1.45119861922659
int.r1,6,-1.49619662742739,3-006,-1.45119861922659
int.r1,7,-1.64910487954909,3-007,-1.45119861922659
int.r1,8,-1.37906667388607,3-008,-1.45119861922659
int.r1,9,-1.75954903984934,3-009,-1.45119861922659
int.r1,10,-1.58957509617169,3-010,-1.45119861922659
int.r1,11,-1.46488299061349,3-011,-1.45119861922659
int.r1,12,-1.49135338247807,3-012,-1.45119861922659
int.r1,13,-1.53719710641351,3-013,-1.45119861922659
int.r1,14,-1.97268016068857,3-014,-1.45119861922659
int.r1,15,-1.46847434669191,3-015,-1.45119861922659
int.r1,16,-1.55946135526361,3-016,-1.45119861922659
int.r1,17,-1.10401924342406,3-017,-1.45119861922659
int.r1,18,-1.51574934725512,3-018,-1.45119861922659
int.r1,19,-1.47314607470853,3-019,-1.45119861922659
int.r1,20,-1.4948949499691,3-020,-1.45119861922659
int.r1,21,-1.505276704573,3-021,-1.45119861922659
int.r1,22,-1.39807219490652,3-022,-1.45119861922659
int.r1,23,-1.4882605946273,3-023,-1.45119861922659
int.r1,24,-1.80282925870531,3-024,-1.45119861922659
int.r1,25,-1.38070425095407,3-025,-1.45119861922659
int.r1,26,-1.41761651621155,3-026,-1.45119861922659
int.r1,27,-1.47901210039145,3-027,-1.45119861922659
int.r1,28,-2.09458236985526,3-028,-1.45119861922659
int.r1,29,-1.53049937528927,3-029,-1.45119861922659
int.r1,30,-1.52193732906839,3-030,-1.45119861922659
int.r1,31,-1.49477075731964,3-031,-1.45119861922659
int.r1,32,-1.82578799347084,3-032,-1.45119861922659
int.r1,33,-1.40941814992695,3-033,-1.45119861922659
int.r1,34,-1.91844103410707,3-034,-1.45119861922659
int.r1,35,-1.43365426743561,3-035,-1.45119861922659
int.r1,36,-1.92494216834105,3-036,-1.45119861922659
int.r1,37,-1.59546230597092,3-037,-1.45119861922659
int.r1,38,-1.46260103142434,3-038,-1.45119861922659
int.r1,39,-1.78296322366516,3-039,-1.45119861922659
int.r1,40,-1.54797528618314,3-040,-1.45119861922659
int.r1,41,-1.4421855286303,3-041,-1.45119861922659
int.r1,42,-1.31344512971518,3-042,-1.45119861922659
int.r1,43,-1.59735709476769,3-043,-1.45119861922659
int.r1,44,-1.72033894805192,3-044,-1.45119861922659
int.r1,45,-1.49927328211088,3-045,-1.45119861922659
int.r1,46,-1.5671646893804,3-046,-1.45119861922659
int.r1,47,-1.45614606112888,3-047,-1.45119861922659
int.r1,48,-1.54332344790723,3-048,-1.45119861922659
int.r1,49,-1.3695891507773,3-049,-1.45119861922659
int.r1,50,-1.92208427730002,3-050,-1.45119861922659
int.r1,51,-1.56116044662243,3-051,-1.45119861922659
int.r1,52,-1.48040074730816,3-052,-1.45119861922659
int.r1,53,-1.50244659111164,3-053,-1.45119861922659
int.r1,54,-1.43482225970429,3-054,-1.45119861922659
int.r1,55,-1.50401420750191,3-055,-1.45119861922659
int.r1,56,-1.59372996040324,3-056,-1.45119861922659
int.r1,57,-1.51172034443939,3-057,-1.45119861922659
int.r1,58,-1.58414407333677,3-058,-1.45119861922659
int.r1,59,-1.53184469156836,3-059,-1.45119861922659
int.r1,60,-1.43469729437995,3-060,-1.45119861922659
int.r1,61,-1.44865572923348,3-061,-1.45119861922659
int.r1,62,-1.53842041983367,3-062,-1.45119861922659
int.r1,63,-1.45648983704481,3-063,-1.45119861922659
int.r1,64,-1.64677457467002,3-064,-1.45119861922659
int.r1,65,-1.36316345626863,3-065,-1.45119861922659
int.r1,66,-1.52990488891228,3-066,-1.45119861922659
int.r1,67,-1.58882869204217,3-067,-1.45119861922659
int.r1,68,-1.40218671210816,3-068,-1.45119861922659
int.r1,69,-1.97813659774763,3-069,-1.45119861922659
int.r1,70,-1.67937714812051,3-070,-1.45119861922659
int.r1,71,-1.6165574881385,3-071,-1.45119861922659
int.r1,72,-1.51497920500992,3-072,-1.45119861922659
int.r1,73,-1.64402082947575,3-073,-1.45119861922659
int.r1,74,-1.65301749849,3-074,-1.45119861922659
int.r1,75,-1.83324082959998,3-075,-1.45119861922659
int.r1,76,-1.78426243800325,3-076,-1.45119861922659
int.r1,77,-1.35306382875047,3-077,-1.45119861922659
int.r1,78,-1.39698366674857,3-078,-1.45119861922659
int.r1,79,-1.6778027089808,3-079,-1.45119861922659
int.r1,80,-1.65633213492146,3-080,-1.45119861922659
int.r1,81,-1.51193419353883,3-081,-1.45119861922659
int.r1,82,-1.67442019076647,3-082,-1.45119861922659
int.r1,83,-1.55750694356063,3-083,-1.45119861922659
int.r1,84,-1.91847078791087,3-084,-1.45119861922659
int.r1,85,-1.42940106907935,3-085,-1.45119861922659
int.r1,86,-1.40687066901514,3-086,-1.45119861922659
int.r1,87,-1.36911770595345,3-087,-1.45119861922659
int.r1,88,-1.47378450854515,3-088,-1.45119861922659
int.r1,89,-1.43149787369754,3-089,-1.45119861922659
int.r1,90,-1.5965343042184,3-090,-1.45119861922659
int.r1,91,-1.54529320037594,3-091,-1.45119861922659
int.r1,92,-1.43222617696215,3-092,-1.45119861922659
int.r1,93,-1.63372871250754,3-093,-1.45119861922659
int.r1,94,-1.33641403294518,3-094,-1.45119861922659
int.r1,95,-1.32939488183107,3-095,-1.45119861922659
int.r1,96,-1.50325020424125,3-096,-1.45119861922659
int.r1,97,-1.43968673513588,3-097,-1.45119861922659
int.r1,98,-1.63357340253607,3-098,-1.45119861922659
int.r1,99,-1.3761981785603,3-099,-1.45119861922659
int.r1,100,-1.60886482558011,3-100,-1.45119861922659
app.mthd.bc.r1,1,0.624249936528584,3-001,0.737141108114668
app.mthd.bc.r1,2,0.0514243268307212,3-002,0.737141108114668
app.mthd.bc.r1,3,0.243161647440927,3-003,0.737141108114668
app.mthd.bc.r1,4,0.807077045903973,3-004,0.737141108114668
app.mthd.bc.r1,5,0.898127102721511,3-005,0.737141108114668
app.mthd.bc.r1,6,0.151497756936289,3-006,0.737141108114668
app.mthd.bc.r1,7,0.939368704962199,3-007,0.737141108114668
app.mthd.bc.r1,8,0.448139207404427,3-008,0.737141108114668
app.mthd.bc.r1,9,1.04552783097203,3-009,0.737141108114668
app.mthd.bc.r1,10,0.8487371858059,3-010,0.737141108114668
app.mthd.bc.r1,11,0.726693198133916,3-011,0.737141108114668
app.mthd.bc.r1,12,0.671430615250412,3-012,0.737141108114668
app.mthd.bc.r1,13,0.840592815449044,3-013,0.737141108114668
app.mthd.bc.r1,14,1.18469532627017,3-014,0.737141108114668
app.mthd.bc.r1,15,0.781080975187031,3-015,0.737141108114668
app.mthd.bc.r1,16,0.567985256308204,3-016,0.737141108114668
app.mthd.bc.r1,17,-0.0367310696307314,3-017,0.737141108114668
app.mthd.bc.r1,18,0.239753035448152,3-018,0.737141108114668
app.mthd.bc.r1,19,0.840290089301954,3-019,0.737141108114668
app.mthd.bc.r1,20,0.281993067443034,3-020,0.737141108114668
app.mthd.bc.r1,21,0.77537135766833,3-021,0.737141108114668
app.mthd.bc.r1,22,0.597349621714665,3-022,0.737141108114668
app.mthd.bc.r1,23,0.31421633140093,3-023,0.737141108114668
app.mthd.bc.r1,24,1.01385284553857,3-024,0.737141108114668
app.mthd.bc.r1,25,0.678991828570035,3-025,0.737141108114668
app.mthd.bc.r1,26,0.71776015619092,3-026,0.737141108114668
app.mthd.bc.r1,27,-0.212749653091459,3-027,0.737141108114668
app.mthd.bc.r1,28,1.11034490915839,3-028,0.737141108114668
app.mthd.bc.r1,29,0.927380194609557,3-029,0.737141108114668
app.mthd.bc.r1,30,0.78665762452551,3-030,0.737141108114668
app.mthd.bc.r1,31,0.406568729328794,3-031,0.737141108114668
app.mthd.bc.r1,32,0.980117221095213,3-032,0.737141108114668
app.mthd.bc.r1,33,0.742552359715172,3-033,0.737141108114668
app.mthd.bc.r1,34,1.03506306571216,3-034,0.737141108114668
app.mthd.bc.r1,35,0.797804683038493,3-035,0.737141108114668
app.mthd.bc.r1,36,1.08878590424106,3-036,0.737141108114668
app.mthd.bc.r1,37,0.281712509624464,3-037,0.737141108114668
app.mthd.bc.r1,38,0.695497113010806,3-038,0.737141108114668
app.mthd.bc.r1,39,1.00158760135881,3-039,0.737141108114668
app.mthd.bc.r1,40,0.819227510720833,3-040,0.737141108114668
app.mthd.bc.r1,41,0.644635402429249,3-041,0.737141108114668
app.mthd.bc.r1,42,0.121845675381024,3-042,0.737141108114668
app.mthd.bc.r1,43,0.181124550312294,3-043,0.737141108114668
app.mthd.bc.r1,44,0.927069239404741,3-044,0.737141108114668
app.mthd.bc.r1,45,0.766981353529664,3-045,0.737141108114668
app.mthd.bc.r1,46,0.876372946413713,3-046,0.737141108114668
app.mthd.bc.r1,47,0.709341752867684,3-047,0.737141108114668
app.mthd.bc.r1,48,0.759333177149053,3-048,0.737141108114668
app.mthd.bc.r1,49,0.317545444434245,3-049,0.737141108114668
app.mthd.bc.r1,50,0.368666866782916,3-050,0.737141108114668
app.mthd.bc.r1,51,0.860758118339901,3-051,0.737141108114668
app.mthd.bc.r1,52,0.783531832112157,3-052,0.737141108114668
app.mthd.bc.r1,53,0.916810973596142,3-053,0.737141108114668
app.mthd.bc.r1,54,0.711937479105565,3-054,0.737141108114668
app.mthd.bc.r1,55,0.166469488321315,3-055,0.737141108114668
app.mthd.bc.r1,56,0.807812781719295,3-056,0.737141108114668
app.mthd.bc.r1,57,0.71112791124686,3-057,0.737141108114668
app.mthd.bc.r1,58,0.738425929595951,3-058,0.737141108114668
app.mthd.bc.r1,59,0.583872513205517,3-059,0.737141108114668
app.mthd.bc.r1,60,0.677326648686319,3-060,0.737141108114668
app.mthd.bc.r1,61,0.73734722164031,3-061,0.737141108114668
app.mthd.bc.r1,62,0.769614746882004,3-062,0.737141108114668
app.mthd.bc.r1,63,0.754611635636523,3-063,0.737141108114668
app.mthd.bc.r1,64,0.896335114854952,3-064,0.737141108114668
app.mthd.bc.r1,65,0.564134902629777,3-065,0.737141108114668
app.mthd.bc.r1,66,0.856210464141836,3-066,0.737141108114668
app.mthd.bc.r1,67,0.84439787432289,3-067,0.737141108114668
app.mthd.bc.r1,68,0.724785068853203,3-068,0.737141108114668
app.mthd.bc.r1,69,0.638061094190276,3-069,0.737141108114668
app.mthd.bc.r1,70,0.348718704589836,3-070,0.737141108114668
app.mthd.bc.r1,71,0.741511139673136,3-071,0.737141108114668
app.mthd.bc.r1,72,0.85972663308822,3-072,0.737141108114668
app.mthd.bc.r1,73,0.179086654972178,3-073,0.737141108114668
app.mthd.bc.r1,74,0.882049431268081,3-074,0.737141108114668
app.mthd.bc.r1,75,0.375935709775945,3-075,0.737141108114668
app.mthd.bc.r1,76,0.998237001992191,3-076,0.737141108114668
app.mthd.bc.r1,77,0.213607850870399,3-077,0.737141108114668
app.mthd.bc.r1,78,0.641875037219552,3-078,0.737141108114668
app.mthd.bc.r1,79,0.554259572117259,3-079,0.737141108114668
app.mthd.bc.r1,80,0.794111129983811,3-080,0.737141108114668
app.mthd.bc.r1,81,0.732628900459131,3-081,0.737141108114668
app.mthd.bc.r1,82,0.826251120284944,3-082,0.737141108114668
app.mthd.bc.r1,83,0.853173324115846,3-083,0.737141108114668
app.mthd.bc.r1,84,0.662205362666874,3-084,0.737141108114668
app.mthd.bc.r1,85,0.631407853448749,3-085,0.737141108114668
app.mthd.bc.r1,86,0.605084834771018,3-086,0.737141108114668
app.mthd.bc.r1,87,0.694114530336055,3-087,0.737141108114668
app.mthd.bc.r1,88,0.761976065049057,3-088,0.737141108114668
app.mthd.bc.r1,89,0.133605378789405,3-089,0.737141108114668
app.mthd.bc.r1,90,0.860646339131904,3-090,0.737141108114668
app.mthd.bc.r1,91,0.822676775124951,3-091,0.737141108114668
app.mthd.bc.r1,92,0.224102805248165,3-092,0.737141108114668
app.mthd.bc.r1,93,0.377541369957001,3-093,0.737141108114668
app.mthd.bc.r1,94,0.685830649379692,3-094,0.737141108114668
app.mthd.bc.r1,95,0.240148084597783,3-095,0.737141108114668
app.mthd.bc.r1,96,0.812894726164757,3-096,0.737141108114668
app.mthd.bc.r1,97,0.807679489445413,3-097,0.737141108114668
app.mthd.bc.r1,98,0.82630914140641,3-098,0.737141108114668
app.mthd.bc.r1,99,0.622418319533985,3-099,0.737141108114668
app.mthd.bc.r1,100,0.843086026015996,3-100,0.737141108114668
man.dm.r1,1,-0.18999934899156,3-001,-0.0330093114494041
man.dm.r1,2,-0.0260473589940301,3-002,-0.0330093114494041
man.dm.r1,3,0.00562375518555809,3-003,-0.0330093114494041
man.dm.r1,4,-0.0567366502130634,3-004,-0.0330093114494041
man.dm.r1,5,-0.0485809570701676,3-005,-0.0330093114494041
man.dm.r1,6,0.0433426487625714,3-006,-0.0330093114494041
man.dm.r1,7,-0.0532382221779088,3-007,-0.0330093114494041
man.dm.r1,8,-0.111671132118519,3-008,-0.0330093114494041
man.dm.r1,9,-0.0578129565054603,3-009,-0.0330093114494041
man.dm.r1,10,-0.0422945502903576,3-010,-0.0330093114494041
man.dm.r1,11,-0.0302075060986048,3-011,-0.0330093114494041
man.dm.r1,12,-0.0164415803842907,3-012,-0.0330093114494041
man.dm.r1,13,-0.0411518353521406,3-013,-0.0330093114494041
man.dm.r1,14,0.00374119967112026,3-014,-0.0330093114494041
man.dm.r1,15,-0.045473846098752,3-015,-0.0330093114494041
man.dm.r1,16,-0.136804984035206,3-016,-0.0330093114494041
man.dm.r1,17,-1.36405579065036,3-017,-0.0330093114494041
man.dm.r1,18,-0.0891188004043505,3-018,-0.0330093114494041
man.dm.r1,19,-0.0676659851698675,3-019,-0.0330093114494041
man.dm.r1,20,-0.10178498631198,3-020,-0.0330093114494041
man.dm.r1,21,-0.0375864313551757,3-021,-0.0330093114494041
man.dm.r1,22,-0.0163052693494748,3-022,-0.0330093114494041
man.dm.r1,23,-0.070737289519245,3-023,-0.0330093114494041
man.dm.r1,24,-0.0215862239113616,3-024,-0.0330093114494041
man.dm.r1,25,-0.0448896209348091,3-025,-0.0330093114494041
man.dm.r1,26,-0.0122635886164115,3-026,-0.0330093114494041
man.dm.r1,27,-0.152502518826757,3-027,-0.0330093114494041
man.dm.r1,28,-0.0316669312496236,3-028,-0.0330093114494041
man.dm.r1,29,-0.0516216097578685,3-029,-0.0330093114494041
man.dm.r1,30,-0.0460468188902662,3-030,-0.0330093114494041
man.dm.r1,31,-0.0955690309934344,3-031,-0.0330093114494041
man.dm.r1,32,0.0281451189469982,3-032,-0.0330093114494041
man.dm.r1,33,-0.0367086669184264,3-033,-0.0330093114494041
man.dm.r1,34,0.0852710559578552,3-034,-0.0330093114494041
man.dm.r1,35,-0.0544869703536843,3-035,-0.0330093114494041
man.dm.r1,36,-0.0514246113209024,3-036,-0.0330093114494041
man.dm.r1,37,-0.0627023260135946,3-037,-0.0330093114494041
man.dm.r1,38,-0.0268110234843849,3-038,-0.0330093114494041
man.dm.r1,39,-0.0486114080744859,3-039,-0.0330093114494041
man.dm.r1,40,-0.0444012627623577,3-040,-0.0330093114494041
man.dm.r1,41,-0.00817141495220022,3-041,-0.0330093114494041
man.dm.r1,42,-0.0641899462452987,3-042,-0.0330093114494041
man.dm.r1,43,-0.0766534814074062,3-043,-0.0330093114494041
man.dm.r1,44,-0.0449793930760085,3-044,-0.0330093114494041
man.dm.r1,45,-0.00957870531546748,3-045,-0.0330093114494041
man.dm.r1,46,-0.0210076655928119,3-046,-0.0330093114494041
man.dm.r1,47,-0.0195353599798902,3-047,-0.0330093114494041
man.dm.r1,48,-0.0299454530104163,3-048,-0.0330093114494041
man.dm.r1,49,-0.115936005617984,3-049,-0.0330093114494041
man.dm.r1,50,-0.0855001261112524,3-050,-0.0330093114494041
man.dm.r1,51,-0.0331195417738963,3-051,-0.0330093114494041
man.dm.r1,52,-0.0453272961726977,3-052,-0.0330093114494041
man.dm.r1,53,-0.0459906902401099,3-053,-0.0330093114494041
man.dm.r1,54,-0.0485921850708169,3-054,-0.0330093114494041
man.dm.r1,55,-0.096494079533033,3-055,-0.0330093114494041
man.dm.r1,56,-0.035647452713743,3-056,-0.0330093114494041
man.dm.r1,57,-0.0333053837875778,3-057,-0.0330093114494041
man.dm.r1,58,-0.00715751094097964,3-058,-0.0330093114494041
man.dm.r1,59,-0.0895020462935789,3-059,-0.0330093114494041
man.dm.r1,60,-0.016552680207096,3-060,-0.0330093114494041
man.dm.r1,61,-0.0315699276424958,3-061,-0.0330093114494041
man.dm.r1,62,-0.0464330374565968,3-062,-0.0330093114494041
man.dm.r1,63,-0.0376419801947479,3-063,-0.0330093114494041
man.dm.r1,64,-0.0403411612751052,3-064,-0.0330093114494041
man.dm.r1,65,0.0098519274977819,3-065,-0.0330093114494041
man.dm.r1,66,-0.0218118689574977,3-066,-0.0330093114494041
man.dm.r1,67,-0.0301553299136609,3-067,-0.0330093114494041
man.dm.r1,68,-0.0405836491258019,3-068,-0.0330093114494041
man.dm.r1,69,-0.0419109521462661,3-069,-0.0330093114494041
man.dm.r1,70,-0.152943146026502,3-070,-0.0330093114494041
man.dm.r1,71,-0.037457917598424,3-071,-0.0330093114494041
man.dm.r1,72,-0.0463407366449622,3-072,-0.0330093114494041
man.dm.r1,73,-0.030021167257565,3-073,-0.0330093114494041
man.dm.r1,74,-0.0480249990254985,3-074,-0.0330093114494041
man.dm.r1,75,0.00844861270968696,3-075,-0.0330093114494041
man.dm.r1,76,-0.058751530823077,3-076,-0.0330093114494041
man.dm.r1,77,-0.019852649023596,3-077,-0.0330093114494041
man.dm.r1,78,-0.0321635217782786,3-078,-0.0330093114494041
man.dm.r1,79,-0.110418315911184,3-079,-0.0330093114494041
man.dm.r1,80,-0.0474311205407766,3-080,-0.0330093114494041
man.dm.r1,81,-0.0330997887303821,3-081,-0.0330093114494041
man.dm.r1,82,-0.0266396014904344,3-082,-0.0330093114494041
man.dm.r1,83,-0.0447964303168474,3-083,-0.0330093114494041
man.dm.r1,84,-0.0652802872762297,3-084,-0.0330093114494041
man.dm.r1,85,-0.0354021970721156,3-085,-0.0330093114494041
man.dm.r1,86,-0.0554863226460608,3-086,-0.0330093114494041
man.dm.r1,87,-0.0433565708741868,3-087,-0.0330093114494041
man.dm.r1,88,-0.0348415027172485,3-088,-0.0330093114494041
man.dm.r1,89,-0.0633519618370786,3-089,-0.0330093114494041
man.dm.r1,90,-0.0427556870444337,3-090,-0.0330093114494041
man.dm.r1,91,-0.0413326356244105,3-091,-0.0330093114494041
man.dm.r1,92,-0.0612237952415981,3-092,-0.0330093114494041
man.dm.r1,93,-0.0603790335461482,3-093,-0.0330093114494041
man.dm.r1,94,-0.0413442546274131,3-094,-0.0330093114494041
man.dm.r1,95,-0.00433672549415579,3-095,-0.0330093114494041
man.dm.r1,96,-0.0420107761233453,3-096,-0.0330093114494041
man.dm.r1,97,-0.0768346510571906,3-097,-0.0330093114494041
man.dm.r1,98,-0.025939480525358,3-098,-0.0330093114494041
man.dm.r1,99,-0.0486819308335502,3-099,-0.0330093114494041
man.dm.r1,100,-0.026937872750522,3-100,-0.0330093114494041
air.temp.r1,1,0.0677644901244509,3-001,0.0332118621779895
air.temp.r1,2,0.0391873887197257,3-002,0.0332118621779895
air.temp.r1,3,0.0294896228447903,3-003,0.0332118621779895
air.temp.r1,4,0.0369335001123935,3-004,0.0332118621779895
air.temp.r1,5,0.0361072976099647,3-005,0.0332118621779895
air.temp.r1,6,0.0346957614742803,3-006,0.0332118621779895
air.temp.r1,7,0.0505535618310335,3-007,0.0332118621779895
air.temp.r1,8,0.0593502623709004,3-008,0.0332118621779895
air.temp.r1,9,0.029880411329772,3-009,0.0332118621779895
air.temp.r1,10,0.0389684322519574,3-010,0.0332118621779895
air.temp.r1,11,0.0326858264059844,3-011,0.0332118621779895
air.temp.r1,12,0.0293730229039177,3-012,0.0332118621779895
air.temp.r1,13,0.0350608036564222,3-013,0.0332118621779895
air.temp.r1,14,0.0512152151887967,3-014,0.0332118621779895
air.temp.r1,15,0.0205828020864057,3-015,0.0332118621779895
air.temp.r1,16,0.0491302382524398,3-016,0.0332118621779895
air.temp.r1,17,0.0478406215018114,3-017,0.0332118621779895
air.temp.r1,18,0.021504153079645,3-018,0.0332118621779895
air.temp.r1,19,0.0355490882279756,3-019,0.0332118621779895
air.temp.r1,20,0.0372374119483717,3-020,0.0332118621779895
air.temp.r1,21,0.0280339107913072,3-021,0.0332118621779895
air.temp.r1,22,0.029532044722975,3-022,0.0332118621779895
air.temp.r1,23,0.0497023237091736,3-023,0.0332118621779895
air.temp.r1,24,0.0340319401683408,3-024,0.0332118621779895
air.temp.r1,25,0.0348523959039404,3-025,0.0332118621779895
air.temp.r1,26,0.036104178938172,3-026,0.0332118621779895
air.temp.r1,27,0.104690850251546,3-027,0.0332118621779895
air.temp.r1,28,0.0367757604217155,3-028,0.0332118621779895
air.temp.r1,29,0.02453762627283,3-029,0.0332118621779895
air.temp.r1,30,0.0333608815851695,3-030,0.0332118621779895
air.temp.r1,31,0.04239816364772,3-031,0.0332118621779895
air.temp.r1,32,0.0196404833996572,3-032,0.0332118621779895
air.temp.r1,33,0.0250907701390397,3-033,0.0332118621779895
air.temp.r1,34,0.0399370791840618,3-034,0.0332118621779895
air.temp.r1,35,0.0351485473843632,3-035,0.0332118621779895
air.temp.r1,36,0.0326314042735855,3-036,0.0332118621779895
air.temp.r1,37,0.0305748594206657,3-037,0.0332118621779895
air.temp.r1,38,0.0330404076125543,3-038,0.0332118621779895
air.temp.r1,39,0.0371298429782015,3-039,0.0332118621779895
air.temp.r1,40,0.0353928527894677,3-040,0.0332118621779895
air.temp.r1,41,0.0295690186703113,3-041,0.0332118621779895
air.temp.r1,42,0.0431371732066551,3-042,0.0332118621779895
air.temp.r1,43,0.039213747671092,3-043,0.0332118621779895
air.temp.r1,44,0.0310745084361187,3-044,0.0332118621779895
air.temp.r1,45,0.0283242648719212,3-045,0.0332118621779895
air.temp.r1,46,0.0240914232480854,3-046,0.0332118621779895
air.temp.r1,47,0.026874965694131,3-047,0.0332118621779895
air.temp.r1,48,0.0329902526713799,3-048,0.0332118621779895
air.temp.r1,49,0.0511134946868732,3-049,0.0332118621779895
air.temp.r1,50,0.0561219419796301,3-050,0.0332118621779895
air.temp.r1,51,0.0291632046207918,3-051,0.0332118621779895
air.temp.r1,52,0.033596404404396,3-052,0.0332118621779895
air.temp.r1,53,0.0261133915859918,3-053,0.0332118621779895
air.temp.r1,54,0.034162006338435,3-054,0.0332118621779895
air.temp.r1,55,0.0429103237802921,3-055,0.0332118621779895
air.temp.r1,56,0.0317768256089045,3-056,0.0332118621779895
air.temp.r1,57,0.0346618725566622,3-057,0.0332118621779895
air.temp.r1,58,0.0329228771333043,3-058,0.0332118621779895
air.temp.r1,59,0.0454284543769778,3-059,0.0332118621779895
air.temp.r1,60,0.0297986466932828,3-060,0.0332118621779895
air.temp.r1,61,0.0289205779698828,3-061,0.0332118621779895
air.temp.r1,62,0.035236033065149,3-062,0.0332118621779895
air.temp.r1,63,0.0319360448520229,3-063,0.0332118621779895
air.temp.r1,64,0.0322526840988917,3-064,0.0332118621779895
