sida,ct,sid,descrip,omit,man.source,man.dm,man.ph,man.tan,man.treat1,app.rate,tan.app,cereal.hght,incorp,time.incorp,air.temp,wind.2m,rain.rate,app.mthd,dt.x,rain.cum,app.rate.ni,man.dm.ni,wind.sqrt,app.mthd.ts,app.mthd.bc,app.mthd.os,app.mthd.cs,incorp.shallow,incorp.deep,man.source.pig,__group,__orig.order,__add.row,__f4,dt.y,f,s,e,ei,j,er,f0,r1,r2,r3,f4,r5,jinst,n,lwr,upr,upr.rel,lwr.rel,pars
5cs,168,5,high application,0,cat,6,7.5,1.2,none,100,120,0,none,,13,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,0,5cs,4200,FALSE,1,1,4.91280142032099e-07,6.952579931558,7.70805775920071,0.0076649727359257,0.0076649727359257,0.0642338146600059,0.0102895392549555,0.0314353223134852,0.0562856036059318,0.00109314957419841,1,0.0158489319246111,0.00760022523531266,100,0.0466319665942229,0.0956629586095432,148.929281432053,72.5972244386374,ps03
5os,168,5,high application,0,cat,6,7.5,1.2,none,100,120,0,none,,13,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,0,5os,4032,FALSE,1,1,4.14962013005063e-06,6.07903628952977,14.9876010275409,0.0110533962780952,0.0110533962780952,0.124896675229507,0.0869110626875687,0.0314353223134852,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.0109561259853056,100,0.117160842987187,0.191537031619507,153.356389405517,93.8062144343671,ps03
5ts,168,5,high application,0,cat,6,7.5,1.2,none,100,120,0,none,,13,2.7,0,ts,1,0,100,6,1.6431676725155,1,0,0,0,0,0,0,5ts,3864,FALSE,1,1,9.10632358429802e-05,5.76315166317045,31.8194371004073,0.0104812368290652,0.0104812368290652,0.265161975836728,0.613594438864687,0.0246847954660249,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.0103889376279273,100,0.206076347492481,0.329257438273485,124.172192198561,77.7171564068339,ps03
6bc,168,6,shallow incorp,0,cat,6,7.5,1.2,none,40,48,0,shallow,3,13,2.7,0,bc,1,0,40,6,1.6431676725155,0,1,0,0,1,0,0,6bc,4368,FALSE,1,1,8.52231762622152e-17,1.5558859347865,17.7892748974545,0.00457734419151734,0.00457734419151734,0.370609893696969,0.613594438864687,0.172389655071473,0.0562856036059318,0.00291443940598306,1,0.0158489319246111,0.00453453527955659,100,0.217770956581758,0.394848355169128,106.540154994345,58.7601573205218,ps03
6bsth,168,6,shallow incorp,0,cat,6,7.5,1.2,none,40,48,0,shallow,3,13,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,1,0,0,6bsth,4536,FALSE,1,1,1.63980971245664e-06,1.98569217412703,10.1116537667289,0.00584186793190256,0.00584186793190256,0.210659453473519,0.613594438864687,0.0314353223134852,0.0562856036059318,0.00291443940598306,1,0.0158489319246111,0.00578723106837484,100,0.15844795210409,0.234350187184338,111.245986505798,75.2152108492997,ps03
6cs,168,6,shallow incorp,0,cat,6,7.5,1.2,none,40,48,0,shallow,3,13,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,1,0,0,6cs,5040,FALSE,1,1,2.74984343701015e-08,2.49176596600324,4.53607115743016,0.00444381401301452,0.00444381401301452,0.0945014824464617,0.0102895392549555,0.0314353223134852,0.0562856036059318,0.00176773641930772,1,0.0158489319246111,0.00440478631091757,100,0.0694399407417001,0.105333645815101,111.462426925182,73.4802660699425,ps03
6os,168,6,shallow incorp,0,cat,6,7.5,1.2,none,40,48,0,shallow,3,13,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,1,0,0,6os,4872,FALSE,1,1,2.32266780283567e-07,2.04874152510707,7.44421925978207,0.00602731006994262,0.00602731006994262,0.15508790124546,0.0869110626875687,0.0314353223134852,0.0562856036059318,0.00291443940598306,1,0.0158489319246111,0.00597094033482698,100,0.124013290328112,0.185913247272035,119.87604821461,79.9632268746966,ps03
6ts,168,6,shallow incorp,0,cat,6,7.5,1.2,none,40,48,0,shallow,3,13,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,1,0,0,6ts,4704,FALSE,1,1,5.09708453510758e-06,2.02094177677503,9.55250280493737,0.00594564751184556,0.00594564751184556,0.199010475102862,0.613594438864687,0.0246847954660249,0.0562856036059318,0.00291443940598306,1,0.0158489319246111,0.00589003817191979,100,0.142432256049959,0.224191696059507,112.653213828885,71.5702306505929,ps03
7bc,168,7,deep incorp,0,cat,6,7.5,1.2,none,40,48,0,deep,3,13,2.7,0,bc,1,0,40,6,1.6431676725155,0,1,0,0,0,1,0,7bc,5208,FALSE,1,1,2.36158564481838e-26,2.62777356598792,11.1305482275449,6.65555965895237e-09,6.65555965895237e-09,0.231886421407186,0.613594438864687,0.172389655071473,0.0562856036059318,2.51275754608574e-09,1,0.0158489319246111,6.60295785734079e-09,100,0.0787605892943564,0.266751880471727,115.035575974204,33.9651579494838,ps03
7bsth,168,7,deep incorp,0,cat,6,7.5,1.2,none,40,48,0,deep,3,13,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,0,1,0,7bsth,5376,FALSE,1,1,4.54401167266549e-16,3.25444966037201,2.5519316305674,8.24279000610773e-09,8.24279000610773e-09,0.0531652423034876,0.613594438864687,0.0314353223134852,0.0562856036059318,2.51275754608574e-09,1,0.0158489319246111,8.1776429567402e-09,100,0.0179990126401964,0.0787950308825277,148.207790407002,33.8548492593171,ps03
7cs,168,7,deep incorp,0,cat,6,7.5,1.2,none,40,48,0,deep,3,13,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,1,0,7cs,5880,FALSE,1,1,7.61998211186173e-18,3.33641736908596,0.192981089361282,5.1255389377225e-09,5.1255389377225e-09,0.00402043936169338,0.0102895392549555,0.0314353223134852,0.0562856036059318,1.52409860297225e-09,1,0.0158489319246111,5.08502905139581e-09,100,0.00259396432240324,0.0124038883792748,308.520717846379,64.5194240987303,ps03
7os,168,7,deep incorp,0,cat,6,7.5,1.2,none,40,48,0,deep,3,13,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,1,0,7os,5712,FALSE,1,1,6.43625265031394e-17,3.31987330763206,0.578437833617765,8.40849356809059e-09,8.40849356809059e-09,0.0120507882003701,0.0869110626875687,0.0314353223134852,0.0562856036059318,2.51275754608574e-09,1,0.0158489319246111,8.34203670782435e-09,100,0.00725440876519731,0.0277460074467677,230.242262874685,60.1986247254309,ps03
7ts,168,7,deep incorp,0,cat,6,7.5,1.2,none,40,48,0,deep,3,13,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,1,0,7ts,5544,FALSE,1,1,1.41243288462984e-15,3.29139424637214,2.0462696520122,8.33636226715839e-09,8.33636226715839e-09,0.0426306177502541,0.613594438864687,0.0246847954660249,0.0562856036059318,2.51275754608574e-09,1,0.0158489319246111,8.27047576458041e-09,100,0.0167697328725317,0.0631670602768196,148.172988359858,39.3372973640096,ps03
8bc,168,8,deep incorp quick,0,cat,6,7.5,1.2,none,40,48,0,deep,0.167,13,2.7,0,bc,1,0,40,6,1.6431676725155,0,1,0,0,0,1,0,8bc,6048,FALSE,1,1,2.36158564481838e-26,3.29556113480547,0.837547098860804,8.34691626927508e-09,8.34691626927508e-09,0.0174488978929334,0.613594438864687,0.172389655071473,0.0562856036059318,2.51275754608574e-09,1,0.0158489319246111,8.28094611006934e-09,100,0.00493365733969724,0.0212155314078938,121.586655719304,28.2748937495663,ps03
8bsth,168,8,deep incorp quick,0,cat,6,7.5,1.2,none,40,48,0,deep,0.167,13,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,0,1,0,8bsth,6216,FALSE,1,1,4.54401167266549e-16,3.34301745910574,0.159112526961231,8.46711248336796e-09,8.46711248336796e-09,0.00331484431169231,0.613594438864687,0.0314353223134852,0.0562856036059318,2.51275754608574e-09,1,0.0158489319246111,8.40019236134857e-09,100,0.00104042521799922,0.00512106715118401,154.488919226785,31.3868501856744,ps03
8cs,168,8,deep incorp quick,0,cat,6,7.5,1.2,none,40,48,0,deep,0.167,13,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,1,0,8cs,6720,FALSE,1,1,7.61998211186173e-18,3.34803255935819,0.01123888385585,5.14338264860637e-09,5.14338264860637e-09,0.000234143413663542,0.0102895392549555,0.0314353223134852,0.0562856036059318,1.52409860297225e-09,1,0.0158489319246111,5.10273174666297e-09,100,0.000149475702588845,0.000760781825772405,324.921300953452,63.8393795708632,ps03
8os,168,8,deep incorp quick,0,cat,6,7.5,1.2,none,40,48,0,deep,0.167,13,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,1,0,8os,6552,FALSE,1,1,6.43625265031394e-17,3.34705257414575,0.0349255067485874,8.47733250958216e-09,8.47733250958216e-09,0.000727614723928904,0.0869110626875687,0.0314353223134852,0.0562856036059318,2.51275754608574e-09,1,0.0158489319246111,8.41033161485369e-09,100,0.000413527278768357,0.00171083191501585,235.128820068107,56.833275244271,ps03
8ts,168,8,deep incorp quick,0,cat,6,7.5,1.2,none,40,48,0,deep,0.167,13,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,1,0,8ts,6384,FALSE,1,1,1.41243288462984e-15,3.34531832465019,0.126219404441677,8.47294007177979e-09,8.47294007177979e-09,0.00262957092586828,0.613594438864687,0.0246847954660249,0.0562856036059318,2.51275754608574e-09,1,0.0158489319246111,8.4059738991893e-09,100,0.000958875976659289,0.0041385454786065,157.384820386237,36.4651117498446,ps03
9bc,168,9,cold,0,cat,6,7.5,1.2,none,40,48,0,none,,0,2.7,0,bc,1,0,40,6,1.6431676725155,0,1,0,0,0,0,0,9bc,6888,FALSE,1,1,9.10535291106109e-08,1.81911303379254,18.3985616539525,0.0033076237851688,0.0033076237851688,0.383303367790677,0.613594438864687,0.0603489094309446,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.00327851763686675,100,0.217980940803342,0.428706244488939,111.845154651252,56.8690387615855,ps03
9bsth,168,9,cold,0,cat,6,7.5,1.2,none,40,48,0,none,,0,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,0,0,0,9bsth,7056,FALSE,1,1,0.000362682668067709,2.67675499376933,8.95246392777991,0.00487114246868536,0.00487114246868536,0.186509665162081,0.613594438864687,0.0110046476886478,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.00482819595021635,100,0.132189434952923,0.228105021547295,122.301984376556,70.8753805536283,ps03
9cs,168,9,cold,0,cat,6,7.5,1.2,none,40,48,0,none,,0,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,0,9cs,7560,FALSE,1,1,6.08192857334167e-06,2.79027893189744,2.99261432578971,0.00307624610753932,0.00307624610753932,0.0623461317872857,0.0102895392549555,0.0110046476886478,0.0562856036059318,0.00109314957419841,1,0.0158489319246111,0.0030502591557797,100,0.0452326238301411,0.0756586620762075,121.352616284747,72.5508103445247,ps03
9os,168,9,cold,0,cat,6,7.5,1.2,none,40,48,0,none,,0,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,0,9os,7392,FALSE,1,1,5.13712871297365e-05,2.50264382218871,5.25803792650222,0.00455103580901017,0.00455103580901017,0.10954245680213,0.0869110626875687,0.0110046476886478,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.00451097671871309,100,0.0956451514946534,0.135086959249242,123.31927107793,87.3133160299852,ps03
9ts,168,9,cold,0,cat,6,7.5,1.2,none,40,48,0,none,,0,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,0,0,9ts,7224,FALSE,1,1,0.000539445450962748,2.76256307224726,8.13854727160498,0.00502784226750386,0.00502784226750386,0.169553068158437,0.613594438864687,0.0086414726294504,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.00498351470724386,100,0.122404755786272,0.209864615320913,123.775180007245,72.1925926294014,ps03
