sida,pars,ct,sid,descrip,omit,man.source,man.dm,man.ph,man.tan,app.rate,tan.app,cereal.hght,incorp,time.incorp,air.temp,wind.2m,rain.rate,app.mthd,dt.x,rain.cum,app.rate.ni,man.dm.ni,wind.sqrt,app.mthd.ts,app.mthd.bc,app.mthd.os,app.mthd.cs,incorp.shallow,incorp.deep,man.source.pig,__group,__orig.order,__add.row,__f4,app.mthd.bsth,incorp.none,meas.tech.mm,nmax,km,j,er.int,er,dt.y,f,s,e,ei,f0,r1,r2,r3,f4,r5,jinst,n,lwr,upr
13bsth,ps02,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,0,0,0,13bsth,10416,FALSE,1,1,1,1,,,0.0192122411095994,,0.322950062418144,1,8.26102880808358e-14,32.498397003929,15.5016029960709,0.0192122411095994,0.258909644928267,0.0213666096539685,0.0158786853066665,0.000591000363671547,1,0,0.0192065644480661,,,
13bsth,ps03,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,0,0,0,13bsth,10416,FALSE,1,1,1,1,,,0.00341015320802285,,0.391176167774263,1,1.43429195781046e-06,1.75728395553543,18.7764560531646,0.00341015320802285,0.607338727227579,0.0154510656604618,0.062382354830467,0.00192337559122096,1,0.0158489319246111,0.00337993922826028,100,0.293279613206218,0.464209406272356
13cs,ALFAM,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,0,13cs,10920,FALSE,1,0,1,1,0.25823004422697,9.65350898279121,7.94320765291068e-05,7.94320765291068e-05,0.393319951131133,,,,,,,,,,,,,,,
13cs,ps01,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,0,13cs,10920,FALSE,1,0,1,1,,,0.027211160916476,,0.360089882848606,1,1.39396727765294e-13,30.7156856232668,17.2843143767331,0.027211160916476,0.323772401304441,0.0214571183402034,0.111077705480687,0.00088551221419862,1,0,0.0271991147868907,,,
13cs,ps02,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,0,13cs,10920,FALSE,1,0,1,1,,,0.00598379433705532,,0.0214248468397232,1,8.42240400418806e-17,46.9716073516933,1.02839264830671,0.00598379433705532,0.00026396731942551,0.0213666096539685,0.0158786853066665,0.000127383616695658,1,0,0.00598341322646705,,,
13cs,ps03,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,0,13cs,10920,FALSE,1,0,1,1,,,0.00251629244629603,,0.0487578497984586,1,1.49276822540375e-09,2.89668997493609,2.34037679032601,0.00251629244629603,0.000632100005250322,0.0154510656604618,0.062382354830467,0.000861440784123032,1,0.0158489319246111,0.00249532690643513,100,0.0143866723881061,0.067526464258987
13os,ALFAM,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,0,13os,10752,FALSE,1,0,1,1,0.129828364770471,9.65350898279121,3.99354638882798e-05,3.99354638882798e-05,0.197746494757496,,,,,,,,,,,,,,,
13os,ps01,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,0,13os,10752,FALSE,1,0,1,1,,,0.0249979233810791,,0.219799486053344,1,5.56148190739757e-14,37.4496246694394,10.5503753305605,0.0249979233810791,0.12917479347156,0.0214571183402034,0.111077705480687,0.000667285297405751,1,0,0.0249895839352818,,,
13os,ps02,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,0,13os,10752,FALSE,1,0,1,1,,,0.0235129374805894,,0.171391158231762,1,2.78004090623106e-14,39.7732244048754,8.22677559512459,0.0235129374805894,0.0871295114252626,0.0213666096539685,0.0158786853066665,0.000591000363671547,1,0,0.023505990087672,,,
13os,ps03,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,0,13os,10752,FALSE,1,0,1,1,,,0.00454230116890209,,0.138822352666767,1,1.79347796121926e-07,2.34070470477274,6.66347292800481,0.00454230116890209,0.0759432984578972,0.0154510656604618,0.062382354830467,0.00192337559122096,1,0.0158489319246111,0.00450205706653053,100,0.138651166549533,0.230712802118069
13ts,ALFAM,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,0,0,13ts,10584,FALSE,1,0,1,1,0.315773019078124,9.65350898279121,9.71324103371529e-05,9.71324103371529e-05,0.480965833406949,,,,,,,,,,,,,,,
13ts,ps01,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,0,0,13ts,10584,FALSE,1,0,1,1,,,0.027211160916476,,0.360089882848606,1,1.39396727765294e-13,30.7156856232668,17.2843143767331,0.027211160916476,0.323772401304441,0.0214571183402034,0.111077705480687,0.00088551221419862,1,0,0.0271991147868907,,,
13ts,ps02,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,0,0,13ts,10584,FALSE,1,0,1,1,,,0.0195407320754057,,0.311380154828863,1,2.5827875964142e-05,33.0537267403386,14.9462474317854,0.0195407320754057,0.258909644928267,0.00742444961217672,0.0158786853066665,0.000591000363671547,1,0,0.0195349562820037,,,
13ts,ps03,168,13,cooling,0,cat,6,7.5,1.2,40,48,0,none,,3.05952380952381,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,0,0,13ts,10584,FALSE,1,0,1,1,,,0.00362990102342664,,0.360759007673481,1,4.8946811583297e-06,1.87050217465179,17.3164323683271,0.00362990102342664,0.607338727227579,0.0124629714564998,0.062382354830467,0.00192337559122096,1,0.0158489319246111,0.00359773922832254,100,0.288295399973378,0.439818214547219
14bc,ALFAM,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,bc,1,0,40,6,1.6431676725155,0,1,0,0,0,0,0,14bc,11088,FALSE,1,0,1,1,0.737282413979064,4.28766092649901,0.000107120861054799,0.000107120861054799,0.44829858597366,,,,,,,,,,,,,,,
14bc,ps01,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,bc,1,0,40,6,1.6431676725155,0,1,0,0,0,0,0,14bc,11088,FALSE,1,0,1,1,,,0.0585901019156623,,0.314545593995213,1,6.80621981155464e-33,32.9018114882298,15.0981885117702,0.0585901019156623,0.323772401304441,0.870158974242152,0.111077705480687,0.00177917244600637,1,0,0.0585379964235543,,,
14bc,ps02,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,bc,1,0,40,6,1.6431676725155,0,1,0,0,0,0,0,14bc,11088,FALSE,1,0,1,1,,,0.0552357704224988,,0.4661931034622,1,1.01925447391978e-81,25.6227310338144,22.3772689661856,0.0552357704224988,0.258909644928267,3.84909711731834,0.0158786853066665,0.00215341288111717,1,0,0.0551763190576167,,,
14bc,ps03,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,bc,1,0,40,6,1.6431676725155,0,1,0,0,0,0,0,14bc,11088,FALSE,1,0,1,1,,,0.00320476180006679,,0.418390883999617,1,2.81616317137608e-18,1.65145495311487,20.0827624319816,0.00320476180006679,0.607338727227579,0.394218512916872,0.062382354830467,0.00192337559122096,1,0.0158489319246111,0.00317636814682209,100,0.264352321702077,0.466168924914581
14bsth,ALFAM,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,0,0,0,14bsth,11256,FALSE,1,1,1,1,0.425411952854875,4.28766092649901,6.18087368270959e-05,6.18087368270959e-05,0.258668284100086,,,,,,,,,,,,,,,
14bsth,ps01,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,0,0,0,14bsth,11256,FALSE,1,1,1,1,,,0.0651318372744854,,0.23801284907774,1,1.39396727765294e-13,36.5753832442684,11.4246167557315,0.0651318372744854,0.323772401304441,0.204766545479661,0.111077705480687,0.00177917244600637,1,0,0.065073914070354,,,
14bsth,ps02,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,0,0,0,14bsth,11256,FALSE,1,1,1,1,,,0.0212875194582907,,0.249816112641826,1,8.26102880808356e-14,36.0088265931923,11.9911734068076,0.0212875194582907,0.258909644928267,0.619204450165947,0.0158786853066665,0.000591000363671547,1,0,0.0212812296120135,,,
14bsth,ps03,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,0,0,0,14bsth,11256,FALSE,1,1,1,1,,,0.00469532527004368,,0.220796603693018,1,1.43429195781046e-06,2.41950198708919,10.5982369772648,0.00469532527004368,0.607338727227579,0.0751321047982308,0.062382354830467,0.00192337559122096,1,0.0158489319246111,0.00465371882625165,100,0.175347246018435,0.26895470952166
14cs,ALFAM,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,0,14cs,11760,FALSE,1,0,1,1,0.400344350809929,4.28766092649901,5.81666275555337e-05,5.81666275555337e-05,0.243426132195431,,,,,,,,,,,,,,,
14cs,ps01,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,0,14cs,11760,FALSE,1,0,1,1,,,0.0651318372744854,,0.23801284907774,1,1.39396727765294e-13,36.5753832442684,11.4246167557315,0.0651318372744854,0.323772401304441,0.204766545479661,0.111077705480687,0.00177917244600637,1,0,0.065073914070354,,,
14cs,ps02,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,0,14cs,11760,FALSE,1,0,1,1,,,0.00598428291596065,,0.0213449458349378,1,8.42240400418806e-17,46.975442599923,1.02455740007701,0.00598428291596065,0.00026396731942551,0.619204450165947,0.0158786853066665,0.000127383616695658,1,0,0.00598390177425752,,,
14cs,ps03,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,0,14cs,11760,FALSE,1,0,1,1,,,0.00251699126443361,,0.0485700437068213,1,1.49276822540375e-09,2.89749432529019,2.33136209792742,0.00251699126443361,0.000632100005250322,0.0751321047982308,0.062382354830467,0.000861440784123032,1,0.0158489319246111,0.00249601989572483,100,0.0130192315557545,0.0656135533700002
14os,ALFAM,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,0,14os,11592,FALSE,1,0,1,1,0.201278099015716,4.28766092649901,2.92439950678736e-05,2.92439950678736e-05,0.122385513970464,,,,,,,,,,,,,,,
14os,ps01,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,0,14os,11592,FALSE,1,0,1,1,,,0.0535441585400989,,0.168533698574683,1,5.56148190739758e-14,39.9103824684152,8.08961753158479,0.0535441585400989,0.12917479347156,0.204766545479661,0.111077705480687,0.00134071060312127,1,0,0.0535082729500407,,,
14os,ps02,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,0,14os,11592,FALSE,1,0,1,1,,,0.0242113200713305,,0.146779771837193,1,2.78004090623106e-14,40.9545709518147,7.04542904818527,0.0242113200713305,0.0871295114252626,0.619204450165947,0.0158786853066665,0.000591000363671547,1,0,0.0242041663265519,,,
14os,ps03,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,0,14os,11592,FALSE,1,0,1,1,,,0.00470300260469081,,0.117517625162868,1,1.79347796121925e-07,2.42351026180359,5.64084600781766,0.00470300260469081,0.0759432984578972,0.0751321047982308,0.062382354830467,0.00192337559122096,1,0.0158489319246111,0.00466133395740396,100,0.113190046127767,0.156369738200619
14ts,ALFAM,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,0,0,14ts,11424,FALSE,1,0,1,1,0.48955552288489,4.28766092649901,7.11282517408263e-05,7.11282517408263e-05,0.297670261088208,,,,,,,,,,,,,,,
14ts,ps01,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,0,0,14ts,11424,FALSE,1,0,1,1,,,0.0651318372744854,,0.23801284907774,1,1.39396727765294e-13,36.5753832442684,11.4246167557315,0.0651318372744854,0.323772401304441,0.204766545479661,0.111077705480687,0.00177917244600637,1,0,0.065073914070354,,,
14ts,ps02,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,0,0,14ts,11424,FALSE,1,0,1,1,,,0.0226060052618848,,0.203571712872691,1,2.5827875964142e-05,38.2285319542348,9.77144221788918,0.0226060052618848,0.258909644928267,0.215160585340632,0.0158786853066665,0.000591000363671547,1,0,0.0225986334284927,,,
14ts,ps03,168,14,warming,0,cat,6,7.5,1.2,40,48,0,none,,22.9404761904762,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,0,0,14ts,11424,FALSE,1,0,1,1,,,0.00485551515051341,,0.202460562172361,1,4.8946811583297e-06,2.50194688030514,9.71810698427335,0.00485551515051341,0.607338727227579,0.0606022457054984,0.062382354830467,0.00192337559122096,1,0.0158489319246111,0.00481248018878055,100,0.164045038288512,0.251282133373658
15bc,ALFAM,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,bc,1,0,40,6,0,0,1,0,0,0,0,0,15bc,11928,FALSE,1,0,1,1,0.530292169605086,7.3892283022985,0.000128112564914185,0.000128112564914185,0.507950718273883,,,,,,,,,,,,,,,
15bc,ps01,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,bc,1,0,40,6,0,0,1,0,0,0,0,0,15bc,11928,FALSE,1,0,1,1,,,0.0385390746361516,,0.360734660951838,1,7.95729387274944e-23,30.6847362743118,17.3152637256882,0.0385390746361516,0.323772401304441,0.208141667723524,0.111077705480687,0.00125518083641533,1,0,0.0385148929419743,,,
15bc,ps02,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,bc,1,0,40,6,0,0,1,0,0,0,0,0,15bc,11928,FALSE,1,0,1,1,,,0.0544116345721264,,0.474157677817679,1,2.74953421979509e-21,25.2404314647514,22.7595685352486,0.0544116345721264,0.258909644928267,0.280923578393572,0.0158786853066665,0.00215341288111717,1,0,0.0543530702411509,,,
15bc,ps03,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,bc,1,0,40,6,0,0,1,0,0,0,0,0,15bc,11928,FALSE,1,0,1,1,,,0.0042160982371886,,0.28167330184472,1,4.77022730808781e-06,2.17253087352106,13.5203184885466,0.0042160982371886,0.607338727227579,0.0306274606625401,0.062382354830467,0.00192337559122096,1,0.0158489319246111,0.00417873895325358,100,0.161162086185176,0.327008653978868
15bsth,ALFAM,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,bsth,1,0,40,6,0,0,0,0,0,0,0,0,15bsth,12096,FALSE,1,1,1,1,0.305978581854191,7.3892283022985,7.39209499535098e-05,7.39209499535098e-05,0.293087564436421,,,,,,,,,,,,,,,
15bsth,ps01,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,bsth,1,0,40,6,0,0,0,0,0,0,0,0,15bsth,12096,FALSE,1,1,1,1,,,0.0440739707347149,,0.268924796201099,1,3.2615930355496e-11,35.0916097823146,12.9083902176528,0.0440739707347149,0.323772401304441,0.0489800732185068,0.111077705480687,0.00125518083641533,1,0,0.0440463161193234,,,
15bsth,ps02,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,bsth,1,0,40,6,0,0,0,0,0,0,0,0,15bsth,12096,FALSE,1,1,1,1,,,0.0208085973800749,,0.267398954169294,1,0.000435079296894735,35.164415120577,12.8351498001261,0.0208085973800749,0.258909644928267,0.0451921904269936,0.0158786853066665,0.000591000363671547,1,0,0.0208018443109944,,,
15bsth,ps03,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,bsth,1,0,40,6,0,0,0,0,0,0,0,0,15bsth,12096,FALSE,1,1,1,1,,,0.00538112543523361,,0.148314439970686,1,0.000307098681941648,2.7720169081076,7.11909311859291,0.00538112543523361,0.607338727227579,0.00583713222186215,0.062382354830467,0.00192337559122096,1,0.0158489319246111,0.00533342223511761,100,0.110399181078787,0.22069785097465
15cs,ALFAM,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,cs,1,0,0,0,0,0,0,0,1,0,0,0,15cs,12600,FALSE,1,0,1,1,0.287948648109441,7.3892283022985,6.95651227517469e-05,6.95651227517469e-05,0.275817240036013,,,,,,,,,,,,,,,
15cs,ps01,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,cs,1,0,0,0,0,0,0,0,1,0,0,0,15cs,12600,FALSE,1,0,1,1,,,0.0440739707347149,,0.268924796201099,1,3.2615930355496e-11,35.0916097823146,12.9083902176528,0.0440739707347149,0.323772401304441,0.0489800732185068,0.111077705480687,0.00125518083641533,1,0,0.0440463161193234,,,
15cs,ps02,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,cs,1,0,0,0,0,0,0,0,1,0,0,0,15cs,12600,FALSE,1,0,1,1,,,0.00598418619556895,,0.0213641344307061,1,4.43578360206157e-07,46.9745211037478,1.02547845267389,0.00598418619556895,0.00026396731942551,0.0451921904269936,0.0158786853066665,0.000127383616695658,1,0,0.00598380443701962,,,
15cs,ps03,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,cs,1,0,0,0,0,0,0,0,1,0,0,0,15cs,12600,FALSE,1,0,1,1,,,0.00251735893198379,,0.0484902402951018,1,3.19619134702313e-07,2.89791550043163,2.32753153416488,0.00251735893198379,0.000632100005250322,0.00583713222186215,0.062382354830467,0.000861440784123032,1,0.0158489319246111,0.00249638446667326,100,0.0119435395089424,0.0625397190384778
15os,ALFAM,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,os,1,0,0,0,0,0,0,1,0,0,0,0,15os,12432,FALSE,1,0,1,1,0.14476976230178,7.3892283022985,3.49747302214321e-05,3.49747302214321e-05,0.138670546088379,,,,,,,,,,,,,,,
15os,ps01,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,os,1,0,0,0,0,0,0,1,0,0,0,0,15os,12432,FALSE,1,0,1,1,,,0.037237810059267,,0.180188153688738,1,1.30127090838493e-11,39.3509686229276,8.64903137705943,0.037237810059267,0.12917479347156,0.0489800732185068,0.111077705480687,0.000945852247202923,1,0,0.0372202021022451,,,
15os,ps02,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,os,1,0,0,0,0,0,0,1,0,0,0,0,15os,12432,FALSE,1,0,1,1,,,0.02405015092409,,0.152696833722546,1,0.000146414964881621,40.6704055663529,7.32944801868221,0.02405015092409,0.0871295114252626,0.0451921904269936,0.0158786853066665,0.000591000363671547,1,0,0.0240428412933582,,,
15os,ps03,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,os,1,0,0,0,0,0,0,1,0,0,0,0,15os,12432,FALSE,1,0,1,1,,,0.00478875693632297,,0.108454256822162,1,3.84004605884161e-05,2.46758969335898,5.20580432746376,0.00478875693632297,0.0759432984578972,0.00583713222186215,0.062382354830467,0.00192337559122096,1,0.0158489319246111,0.0047463259339209,100,0.0875093775264304,0.128066029104113
15ts,ALFAM,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,ts,1,0,40,6,0,1,0,0,0,0,0,0,15ts,12264,FALSE,1,0,1,1,0.352114000619785,7.3892283022985,8.50667431034902e-05,8.50667431034902e-05,0.337279276935782,,,,,,,,,,,,,,,
15ts,ps01,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,ts,1,0,40,6,0,1,0,0,0,0,0,0,15ts,12264,FALSE,1,0,1,1,,,0.0440739707347149,,0.268924796201099,1,3.2615930355496e-11,35.0916097823146,12.9083902176528,0.0440739707347149,0.323772401304441,0.0489800732185068,0.111077705480687,0.00125518083641533,1,0,0.0440463161193234,,,
15ts,ps02,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,ts,1,0,40,6,0,1,0,0,0,0,0,0,15ts,12264,FALSE,1,0,1,1,,,0.0234153210339656,,0.208211990389826,1,0.061676307523746,37.9441481537646,9.99417553871167,0.0234153210339656,0.258909644928267,0.0157033402174215,0.0158786853066665,0.000591000363671547,1,0,0.0233935293984816,,,
15ts,ps03,168,15,still,0,cat,6,7.5,1.2,40,48,0,none,,13,0,0,ts,1,0,40,6,0,1,0,0,0,0,0,0,15ts,12264,FALSE,1,0,1,1,,,0.00546176465546022,,0.139887308760594,1,0.000371227677457147,2.81359775713676,6.71459082050853,0.00546176465546022,0.607338727227579,0.00470828445542367,0.062382354830467,0.00192337559122096,1,0.0158489319246111,0.00541335309509407,100,0.0965285376763268,0.193514959373048
16bc,ALFAM,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,bc,1,0,40,6,3.16227766016838,0,1,0,0,0,0,0,16bc,12768,FALSE,1,0,1,1,0.797887857449045,4.42420393650101,0.000119428127410393,0.000119428127410393,0.777414985780098,,,,,,,,,,,,,,,
16bc,ps01,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,bc,1,0,40,6,3.16227766016838,0,1,0,0,0,0,0,16bc,12768,FALSE,1,0,1,1,,,0.0353638455825909,,0.413403644227719,1,3.29130748916999e-54,28.1566250770695,19.8433749229305,0.0353638455825909,0.323772401304441,0.638278227010334,0.111077705480687,0.00125518083641533,1,0,0.0353416562148688,,,
16bc,ps02,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,bc,1,0,40,6,3.16227766016838,0,1,0,0,0,0,0,16bc,12768,FALSE,1,0,1,1,,,0.0534392383549438,,0.48355506293477,1,0,24.7893569791311,23.210643020869,0.0534392383549438,0.258909644928267,8.93840917419814,0.0158786853066665,0.00215341288111717,1,0,0.0533817206334727,,,
16bc,ps03,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,bc,1,0,40,6,3.16227766016838,0,1,0,0,0,0,0,16bc,12768,FALSE,1,0,1,1,,,0.00203315963113226,,0.61284516877841,1,1.87061637499263e-70,1.04771329439852,29.4165681013637,0.00203315963113226,0.607338727227579,0.913374912568606,0.062382354830467,0.00192337559122096,1,0.0158489319246111,0.00201514617704381,100,0.465908977226596,0.70408402480564
16bsth,ALFAM,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,bsth,1,0,40,6,3.16227766016838,0,0,0,0,0,0,0,16bsth,12936,FALSE,1,1,1,1,0.460381293736146,4.42420393650101,6.89100295140355e-05,6.89100295140355e-05,0.44856844678347,,,,,,,,,,,,,,,
16bsth,ps01,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,bsth,1,0,40,6,3.16227766016838,0,0,0,0,0,0,0,16bsth,12936,FALSE,1,1,1,1,,,0.0397696472284395,,0.340322587936123,1,1.34357610280809e-18,31.6645157790661,16.3354842209339,0.0397696472284395,0.323772401304441,0.150200172001464,0.111077705480687,0.00125518083641533,1,0,0.0397446934002545,,,
16bsth,ps02,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,bsth,1,0,40,6,3.16227766016838,0,0,0,0,0,0,0,16bsth,12936,FALSE,1,1,1,1,,,0.019114499576169,,0.326394527784326,1,1.05420528532066e-105,32.3330626663524,15.6669373336477,0.019114499576169,0.258909644928267,1.43792234110311,0.0158786853066665,0.000591000363671547,1,0,0.0191088517944292,,,
16bsth,ps03,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,bsth,1,0,40,6,3.16227766016838,0,0,0,0,0,0,0,16bsth,12936,FALSE,1,1,1,1,,,0.00266210205166217,,0.503852998701959,1,1.63064631678149e-16,1.37181540881683,24.184943937694,0.00266210205166217,0.607338727227579,0.174075487078026,0.062382354830467,0.00192337559122096,1,0.0158489319246111,0.00263851627297912,100,0.40271164752648,0.586941957441034
16cs,ALFAM,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,cs,1,0,0,0,3.16227766016838,0,0,0,1,0,0,0,16cs,13440,FALSE,1,0,1,1,0.433253106615715,4.42420393650101,6.48494731869675e-05,6.48494731869675e-05,0.422136337298941,,,,,,,,,,,,,,,
16cs,ps01,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,cs,1,0,0,0,3.16227766016838,0,0,0,1,0,0,0,16cs,13440,FALSE,1,0,1,1,,,0.0397696472284395,,0.340322587936123,1,1.34357610280809e-18,31.6645157790661,16.3354842209339,0.0397696472284395,0.323772401304441,0.150200172001464,0.111077705480687,0.00125518083641533,1,0,0.0397446934002545,,,
16cs,ps02,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,cs,1,0,0,0,3.16227766016838,0,0,0,1,0,0,0,16cs,13440,FALSE,1,0,1,1,,,0.00598377114977211,,0.021428638831239,1,1.07479867490992e-108,46.9714253361005,1.02857466389947,0.00598377114977211,0.00026396731942551,1.43792234110311,0.0158786853066665,0.000127383616695658,1,0,0.00598339004066255,,,
16cs,ps03,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,cs,1,0,0,0,3.16227766016838,0,0,0,1,0,0,0,16cs,13440,FALSE,1,0,1,1,,,0.00251588214417575,,0.0488821181947145,1,1.69712797684441e-19,2.89621767343918,2.3463416733463,0.00251588214417575,0.000632100005250322,0.174075487078026,0.062382354830467,0.000861440784123032,1,0.0158489319246111,0.00249492002359843,100,0.0160523753845288,0.0676316056048168
16os,ALFAM,168,16,windy,0,cat,6,7.5,1.2,40,48,0,none,,13,10,0,os,1,0,0,0,3.16227766016838,0,0,1,0,0,0,0,16os,13272,FALSE,1,0,1,1,0.217823385082975,4.42420393650101,3.2603878782983e-05,3.2603878782983e-05,0.212234291117368,,,,,,,,,,,,,,,
